Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,73.34,506.82,374.37,79.58,64.26,52.48,53.21,95.34,67.3,67.68,Upgrade
Cash & Cash Equivalents,73.34,506.82,374.37,79.58,64.26,52.48,53.21,95.34,67.3,67.68,Upgrade
Cash Growth,-85.53%,35.38%,370.42%,23.85%,22.44%,-1.37%,-44.19%,41.65%,-0.56%,42.66%,Upgrade
"Property, Plant & Equipment",32.9,34.18,39.72,39.85,26.68,25.9,25.44,23.57,23.03,23.67,Upgrade
Goodwill and Intangibles,88.42,89.68,91.14,91.73,44.8,45.06,45.59,46.56,41.09,42.2,Upgrade
Total Assets,"3,065.9","3,334.6","3,050.01","2,478.55","1,862.87","1,816.08","1,678.64","1,547.6","1,346.49","1,307.51",Upgrade
Total Liabilities,"2,744.73","2,979.81","2,712.12","2,158.29","1,640.32","1,607.36","1,477.26","1,349.76","1,172.71","1,139.96",Upgrade
Total Debt,129.24,69.36,78.18,76.02,63.17,62.55,96.87,78.19,90.94,76.85,Upgrade
Debt Growth,86.32%,-11.28%,2.84%,20.34%,0.99%,-35.43%,23.89%,-14.02%,18.33%,-12.01%,Upgrade
Common Stock,152.49,158.49,165.78,169.26,86.84,84.78,83.65,83.98,65.52,65.94,Upgrade
Retained Earnings,223.66,201.38,169.68,151.48,141.54,127.01,119.6,111.57,104.59,99.09,Upgrade
Comprehensive Income,-54.98,-5.08,2.44,-0.48,-5.84,-3.08,-1.87,2.29,3.66,2.52,Upgrade
Shareholders' Equity,321.17,354.79,337.89,320.26,222.54,208.72,201.38,197.84,173.78,167.55,Upgrade
Total Liabilities and Equity,"3,065.9","3,334.6","3,050.01","2,478.55","1,862.87","1,816.08","1,678.64","1,547.6","1,346.49","1,307.51",Upgrade
Net Cash / Debt,-55.9,437.46,296.19,3.56,1.09,-10.08,-43.66,17.15,-23.63,-9.17,Upgrade
Net Cash / Debt Growth,-,47.70%,8217.58%,228.20%,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-5.24,40.22,26.96,0.34,0.12,-1.16,-5.06,1.97,-3.00,-1.16,Upgrade
Book Value Per Share,30.09,32.63,30.77,30.41,25.59,24.15,23.39,22.79,22.09,21.28,Upgrade
