Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,481.69,556.89,510.92,270.12,246.32,167.01,168.24,199.73,168.92,132.69,Upgrade
Cash & Cash Equivalents,481.69,556.89,510.92,270.12,246.32,167.01,168.24,199.73,168.92,132.69,Upgrade
Cash Growth,-13.50%,9.00%,89.14%,9.66%,47.49%,-0.73%,-15.76%,18.24%,27.31%,2.93%,Upgrade
Receivables,554.79,472.23,359.49,62.02,57.54,52.64,50.67,40.46,33.84,34.16,Upgrade
"Property, Plant & Equipment",166.36,167.02,161.13,153.19,63.01,38.55,31.1,30.9,32.19,32.7,Upgrade
Goodwill and Intangibles,252.85,271.17,242.74,207.85,62.68,63.06,63.44,64.14,66.42,68.7,Upgrade
Total Assets,"1,607.78","1,530.45","1,331.43",954.93,695.54,581.23,528.04,439.04,379.88,353.91,Upgrade
Accounts Payable,359.26,300.54,177.68,22.79,29.37,14.24,15.15,12.26,11.96,12.86,Upgrade
Deferred Revenue,0,0,0,0,2.81,2.66,2.52,2.31,2.47,2.71,Upgrade
Total Liabilities,526.68,489.14,376.37,184.84,87.66,66.46,60.03,48.33,45.68,43.55,Upgrade
Total Debt,82.68,88.43,93.61,97.99,0,0,0,0,0,0,Upgrade
Debt Growth,-6.50%,-5.54%,-4.47%,-,-,-,-,-,-,-,Upgrade
Common Stock,17.27,97.67,160.34,189.28,157.02,171.41,225.1,227.93,236.93,263.4,Upgrade
Retained Earnings,"1,101.53",956.97,799.37,591.09,463.25,353.58,255.14,168.01,101.81,51.04,Upgrade
Comprehensive Income,-37.7,-13.33,-4.65,-10.27,-12.39,-10.23,-12.23,-5.23,-4.54,-4.08,Upgrade
Shareholders' Equity,"1,081.09","1,041.31",955.06,770.09,607.88,514.77,468.01,390.71,334.21,310.36,Upgrade
Total Liabilities and Equity,"1,607.78","1,530.45","1,331.43",954.93,695.54,581.23,528.04,439.04,379.88,353.91,Upgrade
Net Cash / Debt,399.02,468.47,417.31,172.13,246.32,167.01,168.24,199.73,168.92,132.69,Upgrade
Net Cash / Debt Growth,-14.83%,12.26%,142.43%,-30.12%,47.49%,-0.73%,-15.76%,18.24%,27.31%,2.93%,Upgrade
Net Cash Per Share,10.60,12.30,10.94,4.54,6.51,4.39,4.46,5.31,4.46,3.50,Upgrade
Book Value Per Share,28.85,27.76,25.56,20.77,16.45,13.96,12.70,10.65,9.05,8.41,Upgrade
