Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,28.59,79.24,42.31,76.09,20.67,19.5,70.29,57.22,83.89,16.72,Upgrade
Cash & Cash Equivalents,28.59,79.24,42.31,76.09,20.67,19.5,70.29,57.22,83.89,16.72,Upgrade
Cash Growth,-63.91%,87.28%,-44.40%,268.10%,6.04%,-72.27%,22.85%,-31.79%,401.59%,-55.74%,Upgrade
"Property, Plant & Equipment",27.71,26.66,25.63,24.67,19.72,20.57,18.66,18.66,19.24,18.62,Upgrade
Goodwill and Intangibles,13.44,13.55,13.66,13.86,0,0,0,0,0,3.15,Upgrade
Total Assets,"1,324","1,361.31","1,450.69","1,195.43",958.63,993.1,"1,025.21",973.5,921.06,873.07,Upgrade
Total Liabilities,"1,284.98","1,255.41","1,331.14","1,082.63",874.76,904.64,940.15,887.08,839.2,806.8,Upgrade
Total Debt,145.57,130.76,221.27,170.41,107.97,174,170.28,124.3,134.43,143.42,Upgrade
Debt Growth,11.33%,-40.91%,29.85%,57.84%,-37.95%,2.18%,37.00%,-7.53%,-6.27%,1.14%,Upgrade
Common Stock,19.57,19.41,19.25,19,5.28,5.08,4.78,4.59,4.84,4.72,Upgrade
Retained Earnings,102.53,98.28,96.16,94.59,93.56,91.59,91,88.95,85.9,82.79,Upgrade
Comprehensive Income,-83.07,-11.8,4.14,-0.79,-14.98,-8.23,-10.72,-7.12,-8.88,-21.25,Upgrade
Shareholders' Equity,39.03,105.9,119.55,112.8,83.87,88.45,85.06,86.43,81.86,66.27,Upgrade
Total Liabilities and Equity,"1,324","1,361.31","1,450.69","1,195.43",958.63,993.1,"1,025.21",973.5,921.06,873.07,Upgrade
Net Cash / Debt,-116.98,-51.52,-178.96,-94.32,-87.29,-154.5,-99.99,-67.08,-50.54,-126.7,Upgrade
Net Cash Per Share,-20.92,-9.23,-32.07,-18.62,-17.82,-31.56,-20.51,-13.76,-10.38,-26.02,Upgrade
Book Value Per Share,6.98,18.96,21.43,22.28,17.15,18.13,17.48,17.74,16.81,13.61,Upgrade
