Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1996
Cash & Equivalents,15.63,3.96,5.78,4.92,9.37,13.5,8.26,0.31,0.38,0.16,Upgrade
Cash & Cash Equivalents,15.63,3.96,5.78,4.92,9.37,13.5,8.26,0.31,0.38,0.16,Upgrade
Cash Growth,294.81%,-31.54%,17.57%,-47.50%,-30.60%,63.42%,2571.31%,-17.86%,134.50%,-65.64%,Upgrade
Receivables,1.2,3.32,4.02,3.93,6.01,6.01,5.51,5.17,5.16,5.74,Upgrade
"Property, Plant & Equipment",2.15,2.04,10.23,9.69,10.01,10.28,10.22,10.51,10.17,0.86,Upgrade
Total Assets,126.87,131.9,130.31,125.62,130.3,138.22,140.17,136.02,132.85,140.01,Upgrade
Deferred Revenue,14.33,18.19,17.81,15.96,18.77,19.37,18.08,16.61,15.26,16.03,Upgrade
Total Liabilities,99.19,96.87,75.23,69.7,70.35,69.32,69.83,64.24,61.96,69.61,Upgrade
Common Stock,3.78,3.77,3.77,3.77,3.77,3.76,3.74,3.73,3.71,3.69,Upgrade
Retained Earnings,22.95,28.62,50.12,53.24,56.41,65.14,66.63,68.04,67.19,66.59,Upgrade
Comprehensive Income,0.94,2.64,1.18,-1.1,-0.24,0.01,-0.03,0,-0.01,0.12,Upgrade
Shareholders' Equity,27.68,35.03,55.08,55.92,59.95,68.91,70.34,71.78,70.9,70.4,Upgrade
Total Liabilities and Equity,126.87,131.9,130.31,125.62,130.3,138.22,140.17,136.02,132.85,140.01,Upgrade
Net Cash / Debt,15.63,3.96,5.78,4.92,9.37,13.5,8.26,0.31,0.38,0.16,Upgrade
Net Cash / Debt Growth,294.81%,-31.54%,17.57%,-47.50%,-30.60%,63.42%,2571.31%,-17.86%,134.50%,-65.64%,Upgrade
Net Cash Per Share,2.95,0.75,1.09,0.93,1.76,2.54,1.55,0.06,0.07,0.03,Upgrade
Book Value Per Share,5.22,6.60,10.38,10.54,11.29,12.98,13.18,13.44,13.27,13.19,Upgrade
