Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Cash & Equivalents,132.1,140.71,73.43,74.97,77.78,54.19,92.72,210.07,165.28,104.32,Upgrade
Short-Term Investments,126.24,127.17,34.9,17.32,8.87,67.29,62.9,0,0,0,Upgrade
Cash & Cash Equivalents,258.34,267.88,108.32,92.29,86.66,121.49,155.62,210.07,165.28,104.32,Upgrade
Cash Growth,-3.56%,147.30%,17.37%,6.50%,-28.67%,-21.94%,-25.92%,27.10%,58.45%,152.91%,Upgrade
Receivables,31.9,53.79,56.47,58.94,60.71,40.06,17.67,27.58,18.18,17.59,Upgrade
Other Current Assets,3.72,-17.7,-22.93,-28.17,-29.09,-7.21,3.9,2.9,1.71,1.32,Upgrade
Total Current Assets,293.96,303.97,141.86,123.06,118.28,154.33,177.19,240.55,185.17,123.23,Upgrade
"Property, Plant & Equipment",1.99,1.08,23.91,26.29,9.12,10.69,11.75,11.97,10.36,6.25,Upgrade
Long-Term Investments,35.98,14.55,8.56,56.23,76.98,55.49,38.5,23.69,13.99,11.75,Upgrade
Goodwill and Intangibles,689.42,687.1,687.1,689.15,689.07,13.88,11.75,1.68,1.68,0,Upgrade
Other Long-Term Assets,12.46,31.17,35.26,40.48,44.07,20.59,10.57,14.81,9.56,0.56,Upgrade
Total Long-Term Assets,739.86,733.89,754.83,812.15,819.24,100.65,72.58,52.15,35.58,18.56,Upgrade
Total Assets,"1,033.82","1,037.86",896.69,935.21,937.52,254.99,249.77,292.69,220.75,141.79,Upgrade
Accounts Payable,45.6,29.96,29.77,30.95,35.46,33.03,27.82,27.11,22.13,18.48,Upgrade
Current Debt,60.32,0.21,3.14,4.26,1.7,0.95,1.25,0,0,0,Upgrade
Other Current Liabilities,42.52,53.5,41.09,43.83,25.65,23.37,14.46,21.99,7.3,10.57,Upgrade
Total Current Liabilities,148.43,83.67,74,79.04,62.8,57.35,43.53,49.09,29.43,29.06,Upgrade
Long-Term Debt,262.36,318.95,184.08,195.01,194.59,0,0,0,0,0,Upgrade
Other Long-Term Liabilities,184.85,233.25,239.78,191.17,189.22,4.69,4.9,9.1,7.04,3.71,Upgrade
Total Long-Term Liabilities,447.21,552.2,423.86,386.19,383.81,4.69,4.9,9.1,7.04,3.71,Upgrade
Total Liabilities,595.64,635.87,497.86,465.23,446.61,62.03,48.42,58.19,36.47,32.76,Upgrade
Total Debt,322.68,319.16,187.22,199.28,196.29,0.95,1.25,0,0,0,Upgrade
Debt Growth,1.10%,70.48%,-6.05%,1.52%,20562.11%,-23.88%,-,-,-,-,Upgrade
Common Stock,293.31,291.19,318.56,354.21,365.19,217.38,226.1,259.34,210.57,185.52,Upgrade
Retained Earnings,13.72,-22.45,-53.4,-17.74,-7.32,-24.72,-24.72,-24.72,-26.23,-76.49,Upgrade
Comprehensive Income,-1.42,0.68,1.1,0.95,0.47,0.29,-0.04,-0.13,-0.05,0,Upgrade
Shareholders' Equity,305.61,269.42,266.27,337.41,358.34,192.95,201.34,234.5,184.29,109.03,Upgrade
Total Liabilities and Equity,901.25,905.29,764.12,802.64,804.95,254.99,249.77,292.69,220.75,141.79,Upgrade
Net Cash / Debt,-64.34,-51.29,-78.9,-106.99,-109.63,120.54,154.38,210.07,165.28,104.32,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-21.92%,-26.51%,27.10%,58.45%,152.91%,Upgrade
Net Cash Per Share,-0.40,-0.32,-0.53,-0.70,-0.69,0.89,1.14,1.51,1.19,0.75,Upgrade
Working Capital,145.53,220.3,67.86,44.02,55.48,96.98,133.67,191.45,155.74,94.17,Upgrade
Book Value Per Share,2.14,1.87,1.79,2.22,2.44,1.43,1.50,1.71,1.40,0.86,Upgrade
