Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,38.49,47.05,34.64,39.4,66.44,48.73,92.29,85.4,73.26,34.87,Upgrade
Cash & Cash Equivalents,38.49,47.05,34.64,39.4,66.44,48.73,92.29,85.4,73.26,34.87,Upgrade
Cash Growth,-18.18%,35.83%,-12.10%,-40.69%,36.34%,-47.20%,8.07%,16.57%,110.11%,-50.90%,Upgrade
"Property, Plant & Equipment",30.64,31.5,33.42,34.57,35.44,35.36,32.76,29.42,22.36,15.06,Upgrade
Goodwill and Intangibles,1.36,1.4,1.45,1.73,2.43,0,0,0,0,0,Upgrade
Total Assets,"1,043.36",948.48,880.73,979.84,951.7,852.08,756.65,653.36,632.62,541.25,Upgrade
Total Liabilities,983.78,881.14,817.51,912.84,882.36,785.33,694.08,591.89,573.89,499.41,Upgrade
Total Debt,116.08,121.82,124.6,134.58,133.91,144.2,162.15,144.39,128.25,65.25,Upgrade
Debt Growth,-4.71%,-2.23%,-7.42%,0.50%,-7.14%,-11.07%,12.30%,12.59%,96.55%,-,Upgrade
Common Stock,106.57,106.48,106.33,106.17,105.96,105.74,105.59,106.45,105.99,105.71,Upgrade
Retained Earnings,-31.34,-37.5,-42.59,-38.77,-35.79,-38.83,-42.9,-44.83,-46.98,-62.68,Upgrade
Comprehensive Income,-15.65,-1.64,-0.52,-0.4,-0.83,-0.16,-0.12,-0.15,-0.28,-1.19,Upgrade
Shareholders' Equity,59.58,67.34,63.22,66.99,69.34,66.75,62.57,61.46,58.74,41.84,Upgrade
Total Liabilities and Equity,"1,043.36",948.48,880.73,979.84,951.7,852.08,756.65,653.36,632.62,541.25,Upgrade
Net Cash / Debt,-77.59,-74.78,-89.96,-95.18,-67.47,-95.47,-69.86,-58.99,-54.99,-30.38,Upgrade
Book Value Per Share,15.06,17.06,16.06,17.07,17.76,17.13,15.80,15.51,15.00,10.82,Upgrade
