Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Cash & Equivalents,627.48,640.93,329.41,265.61,848.17,439.03,268.95,"1,132.85","2,110.55","2,299.72",Upgrade
Short-Term Investments,347.75,870.68,"1,307.87","1,612.35","1,554.06","2,498.73","2,797.84","2,026.26",688.9,253.9,Upgrade
Cash & Cash Equivalents,975.24,"1,511.61","1,637.27","1,877.96","2,402.23","2,937.76","3,066.79","3,159.11","2,799.45","2,553.62",Upgrade
Cash Growth,-35.48%,-7.68%,-12.82%,-21.82%,-18.23%,-4.21%,-2.92%,12.85%,9.63%,0.65%,Upgrade
Receivables,"1,284.44",906.63,633.36,748.81,599.89,"1,150.9",583.58,331.13,484.37,598.69,Upgrade
Other Current Assets,33.9,-152.17,41.15,54.99,58.99,43.86,44.19,22.83,17.91,25.49,Upgrade
Total Current Assets,"2,293.57","2,266.07","2,311.78","2,681.75","3,061.11","4,132.53","3,694.56","3,513.06","3,301.73","3,177.8",Upgrade
"Property, Plant & Equipment",243.55,272.48,237.18,231.24,37.93,26.08,31.34,34.15,47.17,69.56,Upgrade
Long-Term Investments,24.76,351.4,378.35,363.41,587.52,404.78,294.58,284.19,219.7,189.24,Upgrade
Goodwill and Intangibles,110,109.87,109.91,110.19,111.13,127.08,181.55,153.18,165.07,107.67,Upgrade
Other Long-Term Assets,417.64,242.3,43.78,54.24,68.92,47.28,36.54,29.85,14.81,16.46,Upgrade
Total Long-Term Assets,795.94,976.05,769.22,759.09,805.5,605.22,544,501.37,446.76,382.93,Upgrade
Total Assets,"3,089.52","3,242.12","3,081","3,440.84","3,866.61","4,737.74","4,238.57","4,014.43","3,748.49","3,560.73",Upgrade
Accounts Payable,378.93,359.78,402.81,611.07,602.76,454.47,518.16,379.64,241.12,244.34,Upgrade
Current Debt,97.98,87.01,86.23,79.99,0,0,0,0,0,0,Upgrade
Other Current Liabilities,475.06,461.89,440.17,256.92,302.83,207.39,228.96,108.81,94.32,95.08,Upgrade
Total Current Liabilities,951.98,908.68,929.21,947.97,905.58,661.86,747.12,488.45,335.44,339.43,Upgrade
Long-Term Debt,74.19,128.28,103.53,103.25,0,0,0,0,0,0,Upgrade
Other Long-Term Liabilities,332.02,244.8,93.6,345.15,214.3,87.49,87.36,92.41,78.79,74.54,Upgrade
Total Long-Term Liabilities,406.21,373.08,197.13,448.4,214.3,87.49,87.36,92.41,78.79,74.54,Upgrade
Total Liabilities,"1,358.19","1,281.76","1,126.34","1,396.38","1,119.89",749.35,834.47,580.86,414.23,413.97,Upgrade
Total Debt,172.17,215.3,189.76,183.24,0,0,0,0,0,0,Upgrade
Debt Growth,-20.03%,13.46%,3.56%,-,-,-,-,-,-,-,Upgrade
Common Stock,568.06,565.31,562,517.22,926.48,"2,501.45","2,333.77","2,496.12","2,550.9","2,520.33",Upgrade
Retained Earnings,"1,087.98","1,311.72","1,306.55","1,479.49","1,799.99","1,468.71","1,018.93",871.36,764.96,618.89,Upgrade
Comprehensive Income,-32.64,-39.14,-35,-65.43,-93.29,-93.11,-65.84,-50.05,-105.11,-111.11,Upgrade
Shareholders' Equity,"1,623.4","1,837.89","1,833.56","1,931.29","2,633.18","3,877.05","3,286.85","3,317.43","3,210.75","3,028.1",Upgrade
Total Liabilities and Equity,"2,981.59","3,119.64","2,959.89","3,327.66","3,753.07","4,626.4","4,121.33","3,898.29","3,624.98","3,442.07",Upgrade
Net Cash / Debt,803.06,"1,296.31","1,447.52","1,694.72","2,402.23","2,937.76","3,066.79","3,159.11","2,799.45","2,553.62",Upgrade
Net Cash / Debt Growth,-38.05%,-10.45%,-14.59%,-29.45%,-18.23%,-4.21%,-2.92%,12.85%,9.63%,0.65%,Upgrade
Net Cash Per Share,0.75,1.21,1.35,1.55,1.94,2.33,2.54,2.63,2.76,2.55,Upgrade
Working Capital,"1,341.6","1,357.39","1,382.57","1,733.78","2,155.52","3,470.67","2,947.45","3,024.61","2,966.29","2,838.38",Upgrade
Book Value Per Share,30.23,34.23,34.15,35.35,42.50,62.95,56.64,57.61,63.84,60.63,Upgrade
