Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,417.7,434.2,396.2,517.7,329.3,263.8,239.3,173.7,164,115.5,Upgrade
Cash & Cash Equivalents,417.7,434.2,396.2,517.7,329.3,263.8,239.3,173.7,164,115.5,Upgrade
Cash Growth,-3.80%,9.59%,-23.47%,57.21%,24.83%,10.24%,37.77%,5.91%,41.99%,13.91%,Upgrade
"Property, Plant & Equipment",51.4,57.3,59.4,59.7,40.2,20.5,18.2,18.9,20.9,22.3,Upgrade
Total Assets,"6,904.7","7,050.9","7,489","7,423.2","6,237.4","4,985.6","4,218","3,372.6","2,785.4","2,433.4",Upgrade
Accounts Payable,260.8,175,186.7,206.4,186.4,151.7,143.9,127.8,114.4,113.8,Upgrade
Total Liabilities,"5,280.7","5,226.7","5,186.5","5,067.9","4,246.5","3,449.8","3,044.3","2,444.5","2,083.2","1,683.3",Upgrade
Total Debt,"4,590.7","4,616.3","4,608.6","4,538.8","3,820.9","3,070.8","2,603.7","2,067.8","1,752.5","1,392.4",Upgrade
Debt Growth,-0.55%,0.17%,1.54%,18.79%,24.43%,17.94%,25.92%,17.99%,25.86%,11.32%,Upgrade
Common Stock,245.8,197.3,162.1,157.9,155.1,145.7,131.9,101,88.9,63.4,Upgrade
Retained Earnings,"1,381.1","1,626.7","2,138.8","2,196.6","1,836.1","1,390.3","1,042",827.2,613.4,686.9,Upgrade
Comprehensive Income,-2.9,0.2,1.6,0.8,-0.3,-0.2,-0.2,-0.1,-0.1,-0.2,Upgrade
Shareholders' Equity,"1,624","1,824.2","2,302.5","2,355.3","1,990.9","1,535.8","1,173.7",928.1,702.2,750.1,Upgrade
Total Liabilities and Equity,"6,904.7","7,050.9","7,489","7,423.2","6,237.4","4,985.6","4,218","3,372.6","2,785.4","2,433.4",Upgrade
Net Cash / Debt,"-4,173","-4,182.1","-4,212.4","-4,021.1","-3,491.6","-2,807","-2,364.4","-1,894.1","-1,588.5","-1,276.9",Upgrade
Net Cash Per Share,-306.27,-259.75,-234.86,-211.90,-178.76,-143.51,-115.84,-90.28,-71.13,-53.18,Upgrade
Book Value Per Share,119.73,113.40,128.93,124.62,102.38,78.77,57.73,44.42,31.55,31.45,Upgrade
