Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,255,147.7,857.5,161,110.3,97.1,80.2,173,261.7,382.8,Upgrade
Cash & Cash Equivalents,255,147.7,857.5,161,110.3,97.1,80.2,173,261.7,382.8,Upgrade
Cash Growth,72.65%,-82.78%,432.61%,45.97%,13.59%,21.07%,-53.64%,-33.89%,-31.64%,-17.21%,Upgrade
Receivables,"1,146",871.3,83.6,86.5,87.4,57.8,24.8,269.7,291.1,556.4,Upgrade
Goodwill and Intangibles,392.4,340.5,782.4,654.7,537.5,62.1,45.2,55.4,351.2,20.7,Upgrade
Total Assets,"7,389.3","7,000.7","4,831.4","3,983.2","3,362.6","3,659.2","6,520.2","10,282.6","10,455.7","12,144.3",Upgrade
Accounts Payable,251.1,424.1,113.4,102.3,104.2,32.2,13,0,34.7,92.4,Upgrade
Deferred Revenue,921.5,762.2,237.5,198.4,176,136.8,82.9,610.5,616.7,0,Upgrade
Total Liabilities,"3,454.3","3,296","1,013.5",838.5,644.4,298.4,"2,804.2","5,914.6","5,917.3","7,746.9",Upgrade
Total Debt,575.2,420.9,376.4,283.5,192.7,23.8,12.7,337.6,343.1,676.4,Upgrade
Debt Growth,36.66%,11.82%,32.77%,47.12%,709.66%,87.40%,-96.24%,-1.60%,-49.28%,-9.96%,Upgrade
Common Stock,538.6,588.9,595.2,596.3,584,670.6,810.7,978.2,"1,069.6","1,010.7",Upgrade
Retained Earnings,"3,211.8","2,957.5","3,311.2","2,672.4","2,264.9","2,823.2","2,776.6","3,084.9","3,010.5","2,802.3",Upgrade
Comprehensive Income,-3.5,1.7,-0.4,-7.2,-5.8,-1.3,-4.6,-149.9,-84.4,92.5,Upgrade
Shareholders' Equity,"3,746.9","3,548.1","3,906","3,261.5","2,843.1","3,492.5","3,582.7","3,913.2","3,995.7","3,905.5",Upgrade
Total Liabilities and Equity,"7,201.2","6,844.1","4,919.5","4,100","3,487.5","3,790.9","6,386.9","9,827.8","9,913","11,652.4",Upgrade
Net Cash / Debt,-320.2,-273.2,481.1,-122.5,-82.4,73.3,67.5,-164.6,-81.4,-293.6,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,8.59%,-,-,-,-,Upgrade
Book Value Per Share,1454.41,1175.73,1259.18,1023.90,893.90,931.34,784.78,688.20,665.42,632.29,Upgrade
