Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,267.59,436.58,253.78,63.79,63.12,54.81,50.48,51.5,40.15,53.73,Upgrade
Cash & Cash Equivalents,267.59,436.58,253.78,63.79,63.12,54.81,50.48,51.5,40.15,53.73,Upgrade
Cash Growth,-38.71%,72.03%,297.81%,1.07%,15.17%,8.58%,-1.98%,28.27%,-25.29%,1.89%,Upgrade
"Property, Plant & Equipment",69.15,68.98,65.15,64.47,37.59,37.02,33.54,30.55,30.37,29.89,Upgrade
Goodwill and Intangibles,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,Upgrade
Total Assets,"4,438.33","4,447.82","4,014.32","3,235.05","2,964.36","2,817.56","2,526.27","2,285.53","2,022.23","1,849.93",Upgrade
Total Liabilities,"4,156.07","4,100.92","3,679.9","2,938.41","2,709.06","2,585.75","2,311.48","2,105.2","1,855.28","1,698.59",Upgrade
Total Debt,86.81,88.09,96.06,129.15,115.35,103.85,25.51,68.49,69.73,47.36,Upgrade
Debt Growth,-1.44%,-8.30%,-25.62%,11.96%,11.08%,307.16%,-62.76%,-1.77%,47.23%,26.75%,Upgrade
Common Stock,103.91,100.47,97.26,94.29,91.4,88.32,85.54,61.11,57.23,53.04,Upgrade
Retained Earnings,274.56,241.76,214.98,191.84,165.18,143.07,130.01,116.94,105.95,96.15,Upgrade
Comprehensive Income,-96.21,4.66,22.19,10.51,-1.28,0.42,-0.76,2.27,3.77,2.15,Upgrade
Shareholders' Equity,282.27,346.9,334.43,296.64,255.3,231.81,214.79,180.33,166.95,151.33,Upgrade
Total Liabilities and Equity,"4,438.33","4,447.82","4,014.32","3,235.05","2,964.36","2,817.56","2,526.27","2,285.53","2,022.23","1,849.93",Upgrade
Net Cash / Debt,180.78,348.49,157.73,-65.36,-52.23,-49.04,24.97,-17,-29.58,6.37,Upgrade
Net Cash / Debt Growth,-48.13%,120.95%,-,-,-,-,-,-,-,-58.53%,Upgrade
Net Cash Per Share,14.88,28.92,13.23,-5.52,-4.45,-4.21,2.26,-1.64,-2.90,0.64,Upgrade
Book Value Per Share,23.32,28.89,28.11,25.16,21.86,20.04,19.59,17.47,16.50,15.34,Upgrade
