Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,947.95,"2,049.92","1,329.21",434.69,428.63,416.11,392.5,413.8,830.41,369.17,Upgrade
Cash & Cash Equivalents,947.95,"2,049.92","1,329.21",434.69,428.63,416.11,392.5,413.8,830.41,369.17,Upgrade
Cash Growth,-53.76%,54.22%,205.78%,1.41%,3.01%,6.02%,-5.15%,-50.17%,124.94%,-56.73%,Upgrade
Receivables,0,0,0,0,0,0,0,0,4.2,37.79,Upgrade
"Property, Plant & Equipment",664.91,585.42,571.85,619.66,341.63,287.71,291.18,298.94,283,270.14,Upgrade
Goodwill and Intangibles,"2,066.39","1,529.39","1,452.89","1,460.4","1,161.66",733.14,736.12,735.22,614.67,464.36,Upgrade
Total Assets,"57,462.75","43,446.44","40,686.08","37,436.02","31,863.09","24,002.31","22,864.44","21,612.62","18,792.49","16,156.54",Upgrade
Total Liabilities,"51,061.95","38,362.38","36,093.96","33,051.83","28,512.63","21,469.14","20,487.28","19,405.53","16,929.47","14,615.5",Upgrade
Total Debt,"2,097.43","2,418.92","3,776.36","3,581.27","3,831.68","3,106.22","2,556.44","2,929.13","2,717.27","3,119.88",Upgrade
Debt Growth,-13.29%,-35.95%,5.45%,-6.54%,23.35%,21.51%,-12.72%,7.80%,-12.90%,2.51%,Upgrade
Common Stock,"5,346.36","4,218.35","3,988.68","3,972.84","3,120.24","2,362.44","2,246.5","2,127.62","1,774.67","1,472.95",Upgrade
Retained Earnings,"1,218.45",883.65,611.16,443.56,299.64,216.73,172.75,125.17,130.85,106.34,Upgrade
Comprehensive Income,-164,-17.93,-7.72,-32.21,-69.43,-46.01,-42.09,-45.7,-42.5,-38.25,Upgrade
Shareholders' Equity,"6,400.8","5,084.07","4,592.12","4,384.19","3,350.45","2,533.17","2,377.16","2,207.09","1,863.02","1,541.04",Upgrade
Total Liabilities and Equity,"57,462.75","43,446.44","40,686.08","37,436.02","31,863.09","24,002.31","22,864.44","21,612.62","18,792.49","16,156.54",Upgrade
Net Cash / Debt,"-1,149.48",-369,"-2,447.16","-3,146.59","-3,403.05","-2,690.11","-2,163.94","-2,515.33","-1,886.87","-2,750.71",Upgrade
Net Cash Per Share,-2.36,-0.90,-6.04,-9.25,-10.23,-10.16,-8.48,-10.73,-9.17,-13.80,Upgrade
Book Value Per Share,13.19,12.48,11.37,12.98,10.11,9.59,9.33,9.42,9.06,7.73,Upgrade
