Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"3,343","2,612","1,708","2,563","2,345","1,628","2,722","3,146","3,919","2,364",Upgrade
Cash & Cash Equivalents,"3,343","2,612","1,708","2,563","2,345","1,628","2,722","3,146","3,919","2,364",Upgrade
Cash Growth,27.99%,52.93%,-33.36%,9.30%,44.04%,-40.19%,-13.48%,-19.72%,65.78%,-44.11%,Upgrade
Receivables,"19,443","20,295","16,982","17,609","18,318","5,303","5,695","5,999","6,203","6,461",Upgrade
Goodwill and Intangibles,"1,144","1,778","1,778","1,778","1,782","1,368","2,273","2,273","2,273","2,273",Upgrade
Total Assets,"334,217","386,945","365,948","334,761","298,147","281,763","261,627","251,908","253,377","236,945",Upgrade
Accounts Payable,"6,712","8,946","6,222","5,082","4,805","4,417","4,995","4,657","4,409","3,238",Upgrade
Total Liabilities,"329,115","366,191","343,249","315,072","283,797","264,441","247,149","238,291","237,637","223,493",Upgrade
Total Debt,"6,455","6,625","6,682","6,367","5,839","5,344","5,345","5,553","5,520","5,821",Upgrade
Debt Growth,-2.57%,-0.85%,4.95%,9.04%,9.26%,-0.02%,-3.75%,0.60%,-5.17%,3.23%,Upgrade
Common Stock,"5,530","4,735","5,082","5,162","5,392","5,693","5,869","6,298","6,622","6,876",Upgrade
Retained Earnings,"5,924","9,578","8,686","8,854","8,551","8,399","7,043","6,474","6,022","5,013",Upgrade
Comprehensive Income,"-6,352","6,441","8,931","5,673",407,"3,230","1,566",845,"3,096","1,563",Upgrade
Shareholders' Equity,"5,102","20,754","22,699","19,689","14,350","17,322","14,478","13,617","15,740","13,452",Upgrade
Total Liabilities and Equity,"334,217","386,945","365,948","334,761","298,147","281,763","261,627","251,908","253,377","236,945",Upgrade
Net Cash / Debt,"-3,112","-4,013","-4,974","-3,804","-3,494","-3,716","-2,623","-2,407","-1,601","-3,457",Upgrade
Book Value Per Share,30.15,114.85,117.45,99.27,67.18,79.16,63.34,55.02,60.59,51.28,Upgrade
