Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,91.56,124.57,55.22,36.37,28.28,31.53,23.28,18.72,16.59,13.77,Upgrade
Cash & Cash Equivalents,91.56,124.57,55.22,36.37,28.28,31.53,23.28,18.72,16.59,13.77,Upgrade
Cash Growth,-26.50%,125.59%,51.83%,28.61%,-10.32%,35.47%,24.35%,12.85%,20.47%,-60.31%,Upgrade
"Property, Plant & Equipment",71.35,64.08,65.11,62.73,54.83,54.17,46.94,39.73,22.47,17.52,Upgrade
Goodwill and Intangibles,35.46,21.22,21.79,23.33,20,15.39,7.85,8.76,3.94,1.04,Upgrade
Total Assets,"3,214.78","2,700.53","2,542.16","2,214.4","1,886.12","1,707.71","1,403.91","1,300.06","1,021.42",796.39,Upgrade
Accounts Payable,17.12,12.75,12.15,12.89,6.45,6.42,4.48,4.62,3.18,2.15,Upgrade
Total Liabilities,"2,894.01","2,417.11","2,283.81","1,976.01","1,685.42","1,534.63","1,277.94","1,167.42",910.31,694.56,Upgrade
Total Debt,61.01,72.77,85.17,67.33,97.86,71.7,152.05,106.78,120.76,59.51,Upgrade
Debt Growth,-16.16%,-14.55%,26.50%,-31.20%,36.50%,-52.85%,42.39%,-11.57%,102.94%,3.74%,Upgrade
Common Stock,98.14,80.4,88.19,93.47,83.5,70.19,34.51,54.02,43.71,42.96,Upgrade
Retained Earnings,240.12,200.14,165.71,143.68,119.54,102.37,89.8,77.76,66.81,59.05,Upgrade
Comprehensive Income,-17.49,2.88,4.45,1.25,-2.35,0.53,1.66,0.86,0.59,-0.18,Upgrade
Shareholders' Equity,320.77,283.42,258.35,238.39,200.69,173.08,125.97,132.64,111.11,101.83,Upgrade
Total Liabilities and Equity,"3,214.78","2,700.53","2,542.16","2,214.4","1,886.12","1,707.71","1,403.91","1,300.06","1,021.42",796.39,Upgrade
Net Cash / Debt,30.55,51.8,-29.95,-30.96,-69.59,-40.16,-128.78,-88.07,-104.17,-45.74,Upgrade
Net Cash / Debt Growth,-41.03%,-,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,34.46,31.72,28.30,25.57,22.32,23.23,16.94,17.88,16.77,15.63,Upgrade
