Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,32.27,183.86,82.47,32.78,32.3,28.8,24.71,32.08,17.38,12.56,Upgrade
Cash & Cash Equivalents,32.27,183.86,82.47,32.78,32.3,28.8,24.71,32.08,17.38,12.56,Upgrade
Cash Growth,-82.45%,122.95%,151.60%,1.49%,12.14%,16.56%,-22.98%,84.55%,38.37%,-52.29%,Upgrade
"Property, Plant & Equipment",17.62,17.02,16.95,15.93,16.27,16.52,17.03,17.26,12.36,11.11,Upgrade
Goodwill and Intangibles,32.65,33,33.04,24.64,24.92,25.25,23.19,23.53,10.73,10.26,Upgrade
Total Assets,"2,333.39","2,143.86","1,891.67","1,466.34","1,430.71","1,361.89","1,223.02","1,162.98",925.05,914.93,Upgrade
Total Liabilities,"2,133.25","1,931.37","1,697.42","1,311.57","1,291.48","1,232.88","1,099.75","1,043.22",824.52,822.88,Upgrade
Total Debt,257.28,73.98,88.84,85.12,91.19,114.66,79.66,41.63,41.8,66.93,Upgrade
Debt Growth,247.78%,-16.73%,4.37%,-6.66%,-20.47%,43.94%,91.35%,-0.40%,-37.55%,45.11%,Upgrade
Common Stock,68.37,66.64,65.05,44.6,43.42,42.43,33.38,34.21,20.25,18.96,Upgrade
Retained Earnings,164.92,146.01,126.63,110.8,99.73,89.98,91.28,85.79,79.51,74.33,Upgrade
Comprehensive Income,-33.14,-0.16,2.59,-0.63,-3.92,-3.4,-1.39,-0.24,0.77,-1.23,Upgrade
Shareholders' Equity,200.15,212.49,194.26,154.77,139.23,129.01,123.27,119.76,100.53,92.06,Upgrade
Total Liabilities and Equity,"2,333.39","2,143.86","1,891.67","1,466.34","1,430.71","1,361.89","1,223.02","1,162.98",925.05,914.93,Upgrade
Net Cash / Debt,-225.01,109.88,-6.37,-52.34,-58.9,-85.86,-54.95,-9.55,-24.42,-54.37,Upgrade
Net Cash Per Share,-56.68,27.58,-1.64,-14.40,-16.29,-23.70,-15.05,-2.84,-7.27,-16.12,Upgrade
Book Value Per Share,50.42,53.34,50.03,42.59,38.53,35.62,33.78,35.64,29.96,27.30,Upgrade
