Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,888.52,"4,231.84","1,860.09",542.33,494.47,479.33,450.87,869.43,"1,159.4",617.28,Upgrade
Cash & Cash Equivalents,888.52,"4,231.84","1,860.09",542.33,494.47,479.33,450.87,869.43,"1,159.4",617.28,Upgrade
Cash Growth,-79.00%,127.51%,242.98%,9.68%,3.16%,6.31%,-48.14%,-25.01%,87.82%,-68.32%,Upgrade
Receivables,0,0,0,0,0,0,16.22,29.87,60.27,113.83,Upgrade
"Property, Plant & Equipment",425.49,452.55,491.21,490.23,353.67,333.66,361.61,377.02,398.38,432.35,Upgrade
Goodwill and Intangibles,911.65,925.68,942.35,962.26,887.12,836.16,708.95,728.73,754,785.45,Upgrade
Total Assets,"35,183.83","36,531.21","33,638.6","30,600.76","28,235.91","27,336.09","23,975.3","22,833.61","20,747.27","19,009.25",Upgrade
Total Liabilities,"31,841.2","32,860.85","30,199.58","27,133.07","25,154.57","24,451.14","21,255.53","20,420.46","18,274.86","16,584.18",Upgrade
Total Debt,"2,229.77","2,031.36","2,176.46","3,076.04","1,814.12","2,009.4","1,661.69","1,913.79","1,525.94","1,043.79",Upgrade
Debt Growth,9.77%,-6.67%,-29.24%,69.56%,-9.72%,20.93%,-13.17%,25.42%,46.19%,0.78%,Upgrade
Common Stock,"2,026.4","2,065.21","2,067.45","2,046.18","2,018.46","2,010.83","1,989.61","1,715.79","1,798.98","1,832.28",Upgrade
Retained Earnings,"2,088.41","1,659.07","1,291.51","1,476.23","1,243.59","1,008.52",850.69,777.94,723.5,628.17,Upgrade
Comprehensive Income,-772.18,-53.94,80.07,-54.72,-180.71,-134.4,-120.53,-80.6,-50.07,-35.38,Upgrade
Shareholders' Equity,"3,342.63","3,670.35","3,439.03","3,467.69","3,081.34","2,884.95","2,719.77","2,413.14","2,472.4","2,425.07",Upgrade
Total Liabilities and Equity,"35,183.83","36,531.21","33,638.6","30,600.76","28,235.91","27,336.09","23,975.3","22,833.61","20,747.27","19,009.25",Upgrade
Net Cash / Debt,"-1,341.25","2,200.48",-316.37,"-2,533.7","-1,319.66","-1,530.07","-1,210.82","-1,044.36",-366.54,-426.51,Upgrade
Net Cash Per Share,-15.52,25.28,-3.66,-29.26,-15.43,-18.01,-15.53,-13.34,-4.47,-,Upgrade
Book Value Per Share,38.84,42.27,39.74,40.09,36.10,34.06,34.94,30.86,30.22,29.54,Upgrade
