Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Cash & Equivalents,428.33,322.94,388.78,436.35,207.22,150.79,312.05,277.57,635.08,585.28,Upgrade
Cash & Cash Equivalents,428.33,322.94,388.78,436.35,207.22,150.79,312.05,277.57,635.08,585.28,Upgrade
Cash Growth,32.64%,-16.94%,-10.90%,110.58%,37.42%,-51.68%,12.42%,-56.29%,8.51%,4041.22%,Upgrade
Receivables,12.32,10.41,8.18,12.7,11.73,21.23,24.61,19.86,21.4,23.48,Upgrade
Total Assets,"2,537.7","2,011.01","1,935.96","1,949.89","1,683.43","1,641.57","1,650.55","1,617.3","1,686.33","1,708.44",Upgrade
Accounts Payable,447.91,353.85,410.05,454.45,287.27,179.3,343.59,303.89,523.7,486.58,Upgrade
Total Liabilities,"1,537.96","1,168.73","1,083.94","1,044.01",764.26,719.96,732.04,734.61,749.77,712.81,Upgrade
Total Debt,"1,086",812.04,671.45,587.12,473.54,539.47,387.31,429.9,225,225,Upgrade
Debt Growth,33.74%,20.94%,14.36%,23.99%,-12.22%,39.29%,-9.91%,91.07%,-,-54.03%,Upgrade
Common Stock,"1,163.12",937.42,962.9,989.22,992.86,991.76,990.15,994.42,992.39,"1,110.99",Upgrade
Retained Earnings,-163.38,-95.14,-110.88,-83.34,-73.69,-70.16,-74.47,-79.6,-69.11,-110.05,Upgrade
Comprehensive Income,0,0,0,0,0,0,2.82,-32.12,13.29,-5.3,Upgrade
Shareholders' Equity,999.73,842.28,852.02,905.88,919.17,921.61,918.51,882.7,936.57,995.64,Upgrade
Total Liabilities and Equity,"2,537.7","2,011.01","1,935.96","1,949.89","1,683.43","1,641.57","1,650.55","1,617.3","1,686.33","1,708.44",Upgrade
Net Cash / Debt,-657.67,-489.1,-282.68,-150.76,-266.32,-388.68,-75.27,-152.33,410.08,360.28,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,13.82%,-,Upgrade
Book Value Per Share,18.25,19.93,20.16,21.43,21.75,21.81,21.74,20.79,22.05,22.49,Upgrade
