Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,25.82,21.65,13.7,9.86,9.94,12.8,13.11,13.64,11.51,16.54,Upgrade
Cash & Cash Equivalents,25.82,21.65,13.7,9.86,9.94,12.8,13.11,13.64,11.51,16.54,Upgrade
Cash Growth,19.29%,57.99%,38.95%,-0.82%,-22.34%,-2.32%,-3.87%,18.45%,-30.41%,183.46%,Upgrade
"Property, Plant & Equipment",4.57,4.7,4.92,5.03,6.36,6.17,6.55,6.83,6.48,5.77,Upgrade
Goodwill and Intangibles,0.95,0.95,0.95,14.51,14.51,14.51,14.51,14.51,14.51,14.51,Upgrade
Total Assets,328.08,338.06,321.14,330.77,318.39,308.49,291.87,296.3,299.66,324.06,Upgrade
Deferred Revenue,0,0,0,0,0.56,0.58,0.6,0.61,0.63,0.64,Upgrade
Total Liabilities,276.06,285.77,269.23,264.49,251.19,241.34,224.36,228.99,232.45,257.44,Upgrade
Total Debt,34.83,57.71,55.52,67.47,53.81,56.6,33.95,27.33,17.82,24.87,Upgrade
Debt Growth,-39.64%,3.96%,-17.71%,25.37%,-4.92%,66.70%,24.21%,53.42%,-28.37%,-9.73%,Upgrade
Common Stock,31.47,31.93,31.98,32.41,33.15,32.97,32.75,32.56,33.11,33,Upgrade
Retained Earnings,20.56,20.36,19.93,33.87,34.05,34.18,34.73,34.71,34.03,33.6,Upgrade
Comprehensive Income,0,0,0,0,0,0,0.03,0.04,0.07,0.02,Upgrade
Shareholders' Equity,52.03,52.3,51.91,66.28,67.2,67.15,67.52,67.31,67.21,66.62,Upgrade
Total Liabilities and Equity,328.08,338.06,321.14,330.77,318.39,308.49,291.87,296.3,299.66,324.06,Upgrade
Net Cash / Debt,-9.01,-36.06,-41.81,-57.61,-43.87,-43.79,-20.84,-13.7,-6.31,-8.33,Upgrade
Book Value Per Share,6.33,6.36,6.28,7.91,7.96,7.95,8.00,7.98,7.88,7.81,Upgrade
