Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Cash & Equivalents,489.24,392.5,547.57,256.88,262.14,279.96,211.98,152.29,192,149.19,Upgrade
Cash & Cash Equivalents,489.24,392.5,547.57,256.88,262.14,279.96,211.98,152.29,192,149.19,Upgrade
Cash Growth,24.65%,-28.32%,113.16%,-2.01%,-6.37%,32.07%,39.19%,-20.68%,28.69%,32.95%,Upgrade
Receivables,"3,630.72","4,757.85","4,588.2","4,396.92","4,356.71","4,434.7","4,404.01","4,301.01","4,297.19","4,230.84",Upgrade
"Property, Plant & Equipment",40.5,47.94,46.57,47.27,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,313.23,374.98,45.28,45.28,48.11,51.51,54.92,58.32,61.72,68.86,Upgrade
Total Assets,"14,618.15","16,123.22","14,905.29","13,688.53","12,595.05","12,460.7","11,438.94","10,610.78","10,737.6","10,329.95",Upgrade
Deferred Revenue,15.42,16.44,17.14,15.47,15.59,15.42,0.53,0.63,0.91,1.8,Upgrade
Total Liabilities,"12,608.61","14,033.44","13,069.4","12,036.04","11,133.54","11,041.6","10,217.57","9,465.01","9,492.47","9,107.92",Upgrade
Total Debt,638.9,661.02,427.22,427.52,373.66,373.29,372.92,372.55,374.53,374.48,Upgrade
Debt Growth,-3.35%,54.73%,-0.07%,14.41%,0.10%,0.10%,0.10%,-0.53%,0.01%,0.01%,Upgrade
Common Stock,131.66,5.62,0.39,0.41,0.43,0.44,52.93,180.73,353.86,473.18,Upgrade
Retained Earnings,"2,130.94","2,004.51","1,705.79","1,593.28","1,489.52","1,375.09","1,138.85",952.8,795.74,640.84,Upgrade
Comprehensive Income,-253.06,72.39,129.71,58.8,-28.43,43.57,29.6,12.24,95.53,108.01,Upgrade
Shareholders' Equity,"2,009.53","2,082.51","1,835.89","1,652.49","1,461.51","1,419.1","1,221.37","1,145.77","1,245.13","1,222.03",Upgrade
Total Liabilities and Equity,"14,618.15","16,115.95","14,905.29","13,688.53","12,595.05","12,460.7","11,438.94","10,610.78","10,737.6","10,329.95",Upgrade
Net Cash / Debt,-149.66,-268.52,120.35,-170.65,-111.52,-93.33,-160.94,-220.26,-182.54,-225.29,Upgrade
Net Cash Per Share,-3.93,-6.77,2.99,-4.03,-2.54,-2.04,-3.39,-4.33,-3.34,-3.98,Upgrade
Book Value Per Share,52.89,52.68,45.82,39.18,33.33,31.12,25.76,22.52,22.82,21.89,Upgrade
