Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,96.16,49.99,62.65,13.57,12.43,191.85,107.09,52.62,78.76,133.3,Upgrade
Cash & Cash Equivalents,96.16,49.99,62.65,13.57,12.43,191.85,107.09,52.62,78.76,133.3,Upgrade
Cash Growth,92.37%,-20.21%,361.76%,9.18%,-93.52%,79.15%,103.53%,-33.19%,-40.92%,84.38%,Upgrade
Receivables,19.97,219.73,47.41,45.25,22.91,0,0,0,0,0,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,0.11,0.11,0.11,0.06,Upgrade
Goodwill and Intangibles,0,0,13.6,0,0,0,0,0,0,0,Upgrade
Total Assets,"2,709.96","2,160.91","1,677.04","1,252.63","1,167.58","1,223.06","1,159.65","1,039.32",975.17,814.89,Upgrade
Accounts Payable,45.19,39.37,11.68,10.09,33.86,11.99,6.8,7.46,7.14,7.49,Upgrade
Total Liabilities,"1,517.63","1,418.98",959.23,681.76,604.61,581.79,548.49,530.95,444.34,369.1,Upgrade
Total Debt,"1,448.12","1,372.75",944,669.15,570,565.8,535.16,514.05,427.96,354.01,Upgrade
Debt Growth,5.49%,45.42%,41.07%,17.40%,0.74%,5.73%,4.11%,20.11%,20.89%,-2.51%,Upgrade
Common Stock,"1,856.08","1,027.75","1,027.77",853.82,884.95,823.66,686.88,549.28,542.15,409.07,Upgrade
Retained Earnings,-663.75,-285.82,-309.97,-282.94,-321.98,-182.39,-75.72,-40.91,-11.33,36.72,Upgrade
Shareholders' Equity,"1,192.33",741.93,717.8,570.87,562.97,641.28,611.16,508.37,530.83,445.79,Upgrade
Total Liabilities and Equity,"2,709.96","2,160.91","1,677.04","1,252.63","1,167.58","1,223.06","1,159.65","1,039.32",975.17,814.89,Upgrade
Net Cash / Debt,"-1,351.96","-1,322.76",-881.35,-655.59,-557.57,-373.95,-428.07,-461.43,-349.2,-220.7,Upgrade
Net Cash Per Share,-13.14,-20.25,-18.14,-13.06,-11.17,-8.04,-11.76,-13.88,-11.73,-8.00,Upgrade
Book Value Per Share,11.59,11.36,14.78,11.38,11.28,13.79,16.79,15.30,17.83,16.17,Upgrade
