Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Cash & Equivalents,"87,251","108,007","112,230","53,202","53,230","24,452","19,671","21,458","12,233","13,316",Upgrade
Short-Term Investments,"30,982","29,797","34,839","32,789","28,844","9,737","14,816","10,603","12,365","19,283",Upgrade
Cash & Cash Equivalents,"118,596","137,804","147,069","85,991","82,074","34,189","34,487","32,061","24,598","32,599",Upgrade
Cash Growth,-13.94%,-6.30%,71.03%,4.77%,140.06%,-0.86%,7.57%,30.34%,-24.54%,-30.18%,Upgrade
Receivables,"1,266","1,352","1,182","1,058","1,036","5,670","6,874","7,267","7,692","12,181",Upgrade
Other Current Assets,363,0,0,0,"-83,110","-39,859","-41,361","-39,328","-32,290","-44,780",Upgrade
Total Current Assets,"119,862","139,156","148,251","87,049",0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment","2,446","2,515","2,841","3,172","1,659","1,801","2,002","2,027","2,100","2,446",Upgrade
Long-Term Investments,"103,029","109,406","104,456","174,617","94,861","103,047","113,852","125,990","138,504","215,988",Upgrade
Goodwill,464,472,533,907,918,816,903,985,"1,061","1,137",Upgrade
Intangible Assets,637,684,860,"1,010",921,653,581,582,594,704,Upgrade
Other Long-Term Assets,"87,487",0,0,0,"-98,359","-106,317","-117,338","-129,584","-142,259","-220,275",Upgrade
Total Long-Term Assets,"194,063","113,077","108,690","179,705",0,0,0,0,0,0,Upgrade
Total Assets,"967,817","951,290","937,379","891,744","887,030","846,216","845,081","841,769","987,706","1,076,602",Upgrade
Accounts Payable,0,0,0,0,61,"3,606","4,394","5,156","5,742","7,880",Upgrade
Deferred Revenue,"640,799",0,0,0,0,0,0,0,0,0,Upgrade
Other Current Liabilities,0,0,0,0,-61,"-3,606","-4,394","-5,156","-5,742","-7,880",Upgrade
Total Current Liabilities,"640,799",0,0,0,0,0,0,0,0,0,Upgrade
Long-Term Debt,"119,497","116,014","78,954","135,116","142,004","121,578","131,754","149,429","157,222","161,262",Upgrade
Other Long-Term Liabilities,"159,533","-116,014","-78,954","-135,116","-142,004","-121,578","-131,754","-149,429","-157,222","-161,262",Upgrade
Total Long-Term Liabilities,"279,030",0,0,0,0,0,0,0,0,0,Upgrade
Total Liabilities,"917,406","896,634",0,0,"835,295","795,095","794,682","793,299","933,025","1,026,749",Upgrade
Total Debt,"119,497","116,014","78,954","135,116","142,004","121,578","131,754","149,429","157,222","161,262",Upgrade
Debt Growth,3.00%,46.94%,-41.57%,-4.85%,16.80%,-7.72%,-11.83%,-4.96%,-2.51%,-11.12%,Upgrade
Common Stock,37,39,525,"17,117",39,39,39,928,925,921,Upgrade
Retained Earnings,"34,944","37,318","28,273","35,852","30,258","28,999","26,907","26,824","23,724",0,Upgrade
Comprehensive Income,-985,"1,070","2,334",811,"3,596","4,377","5,905","30,850","29,663","25,481",Upgrade
Shareholders' Equity,"49,907","53,920","47,674","53,770","50,932","50,406","49,793","47,832","46,634","42,440",Upgrade
Total Liabilities and Equity,"967,817","951,290","937,379","891,744","886,227","845,501","844,475","841,131","979,659","1,069,189",Upgrade
Net Cash / Debt,"-1,264","21,790","68,115","-49,125","-59,930","-87,389","-97,267","-117,368","-132,624","-128,663",Upgrade
Net Cash / Debt Growth,-,-68.01%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-0.32,5.60,17.46,-12.61,-15.42,-22.45,-25.08,-30.44,-34.41,-33.56,Upgrade
Working Capital,"-520,937","139,156","148,251","87,049",0,0,0,0,0,0,Upgrade
Book Value Per Share,12.83,13.87,12.23,13.81,13.10,12.95,12.85,12.41,12.10,11.10,Upgrade
