Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,69.01,149.78,40.46,29.54,26.5,16.28,15.9,15.54,13.81,6.22,Upgrade
Cash & Cash Equivalents,69.01,149.78,40.46,29.54,26.5,16.28,15.9,15.54,13.81,6.22,Upgrade
Cash Growth,-53.92%,270.15%,36.99%,11.45%,62.83%,2.40%,2.30%,12.52%,121.94%,-19.63%,Upgrade
"Property, Plant & Equipment",14.36,14.14,13.66,13.26,13.3,13.62,14.18,14.52,14.31,14.35,Upgrade
Total Assets,"2,571.74","2,200.34","1,676.8","1,269.46","1,151.48",982.29,868.78,738.65,674.16,633.61,Upgrade
Total Liabilities,"2,414.03","2,050.75","1,548","1,157.09","1,055.29",898.77,794.48,671.73,612.96,577.5,Upgrade
Total Debt,173.01,22.64,25.48,21.6,18.15,29.55,46.4,41.7,17.65,14.6,Upgrade
Debt Growth,664.04%,-11.14%,17.98%,19.01%,-38.58%,-36.31%,11.27%,136.26%,20.89%,-30.48%,Upgrade
Common Stock,10.97,10.97,10.97,11.6,11.6,11.44,11.22,11.02,10.95,10.75,Upgrade
Retained Earnings,165.13,139.78,118.26,101.77,86.21,73.07,63.81,56.7,51.31,46.11,Upgrade
Comprehensive Income,-18.38,-1.16,-0.43,-1.01,-1.62,-0.99,-0.73,-0.8,-1.05,-0.75,Upgrade
Shareholders' Equity,157.71,149.58,128.81,112.37,96.19,83.52,74.3,66.92,61.2,56.11,Upgrade
Total Liabilities and Equity,"2,571.74","2,200.34","1,676.8","1,269.46","1,151.48",982.29,868.78,738.65,674.16,633.61,Upgrade
Net Cash / Debt,-104,127.13,14.98,7.94,8.35,-13.27,-30.51,-26.16,-3.84,-8.38,Upgrade
Net Cash / Debt Growth,-,748.73%,88.70%,-4.98%,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-6.11,7.47,0.88,0.46,0.49,-0.78,-1.80,-1.54,-0.23,-0.50,Upgrade
Book Value Per Share,9.26,8.79,7.55,6.58,5.65,4.92,4.39,3.97,3.64,3.35,Upgrade
