Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,37.87,279.93,228.19,31.15,32.62,37.49,39.94,32.92,31.43,51.31,Upgrade
Cash & Cash Equivalents,37.87,279.93,228.19,31.15,32.62,37.49,39.94,32.92,31.43,51.31,Upgrade
Cash Growth,-86.47%,22.67%,632.49%,-4.49%,-13.00%,-6.14%,21.34%,4.74%,-38.75%,7.24%,Upgrade
"Property, Plant & Equipment",55.67,51.5,47.05,47.93,38.89,37.56,33.26,28.16,25.43,26.12,Upgrade
Goodwill and Intangibles,63.48,63.84,64.33,64.94,65.67,66.55,67.58,68.77,68.87,70.21,Upgrade
Total Assets,"3,553.52","3,369.48","2,883.8","2,475.33","2,288.99","2,169.03","1,999.44","1,819.06","1,741.67","1,688.22",Upgrade
Total Liabilities,"3,238.17","3,029.36","2,566.93","2,176.32","2,010.38","1,904.06","1,742.82","1,570.29","1,494.89","1,449.43",Upgrade
Total Debt,148.49,35.71,97.77,184.88,124.41,173.41,140.83,98.68,52.7,58.8,Upgrade
Debt Growth,315.80%,-63.47%,-47.12%,48.61%,-28.26%,23.13%,42.72%,87.26%,-10.37%,10.07%,Upgrade
Common Stock,141.17,141.89,143.71,150.03,150.11,149.84,149.66,150.19,155.31,155.48,Upgrade
Retained Earnings,230.52,203.75,171.02,152.19,136.58,121.35,111.11,100.7,92.3,84.01,Upgrade
Comprehensive Income,-56.34,-5.51,2.15,-3.21,-8.08,-6.21,-4.16,-2.13,-0.83,-0.7,Upgrade
Shareholders' Equity,315.35,340.13,316.88,299.01,278.61,264.98,256.62,248.77,246.78,238.79,Upgrade
Total Liabilities and Equity,"3,553.52","3,369.48","2,883.8","2,475.33","2,288.99","2,169.03","1,999.44","1,819.06","1,741.67","1,688.22",Upgrade
Net Cash / Debt,-110.62,244.22,130.42,-153.73,-91.79,-135.92,-100.89,-65.76,-21.27,-7.49,Upgrade
Net Cash / Debt Growth,-,87.25%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-15.34,33.75,17.77,-20.74,-12.40,-18.38,-13.64,-8.75,-2.81,-1.58,Upgrade
Book Value Per Share,43.99,47.27,43.38,40.43,37.66,35.83,34.69,33.10,32.69,50.45,Upgrade
