Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,71.6,277.5,161.58,52.39,43.37,57.3,70.09,39.76,69.1,76.77,Upgrade
Cash & Cash Equivalents,71.6,277.5,161.58,52.39,43.37,57.3,70.09,39.76,69.1,76.77,Upgrade
Cash Growth,-74.20%,71.74%,208.44%,20.79%,-24.32%,-18.25%,76.28%,-42.45%,-10.00%,57.18%,Upgrade
"Property, Plant & Equipment",23.32,20.72,22.02,22.23,18.45,19.91,16.45,16.98,17,16.36,Upgrade
Total Assets,"1,620.93","1,624.19","1,416.18","1,154.88","1,093.25","1,092.17","1,087.99","1,038.48","1,040.49","1,034.68",Upgrade
Total Liabilities,"1,515.73","1,481.82","1,276.28","1,020.76",969.63,976.19,980.56,933.62,941.83,950.97,Upgrade
Total Debt,68.34,57.24,45.14,43.49,78.71,58.38,77.05,91.99,119.05,131.02,Upgrade
Debt Growth,19.40%,26.81%,3.79%,-44.75%,34.84%,-24.24%,-16.24%,-22.73%,-9.13%,4.65%,Upgrade
Common Stock,52.64,53.31,56.87,59.81,62.1,62.1,44.19,46.17,48.09,48.13,Upgrade
Retained Earnings,100.16,88.97,77.63,70.66,60.54,50.29,60.25,53.18,45.12,36.76,Upgrade
Comprehensive Income,-47.6,0.1,5.4,3.64,0.99,3.59,2.99,5.51,5.45,-1.17,Upgrade
Shareholders' Equity,105.2,142.37,139.9,134.12,123.62,115.98,107.43,104.86,98.67,83.72,Upgrade
Total Liabilities and Equity,"1,620.93","1,624.19","1,416.18","1,154.88","1,093.25","1,092.17","1,087.99","1,038.48","1,040.49","1,034.68",Upgrade
Net Cash / Debt,3.26,220.26,116.44,8.9,-35.34,-1.07,-6.96,-52.23,-49.95,-54.24,Upgrade
Net Cash / Debt Growth,-98.52%,89.16%,1208.36%,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,18.66,25.15,24.17,22.68,20.62,19.34,18.03,17.28,15.97,13.56,Upgrade
