Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,32.24,196.59,90.28,13.69,19.11,16.58,20,13.57,12.76,29.74,Upgrade
Cash & Cash Equivalents,32.24,196.59,90.28,13.69,19.11,16.58,20,13.57,12.76,29.74,Upgrade
Cash Growth,-83.60%,117.76%,559.25%,-28.36%,15.26%,-17.06%,47.37%,6.34%,-57.09%,99.30%,Upgrade
"Property, Plant & Equipment",25.26,23.35,22.27,21.42,21.16,21.26,21.69,21.96,21.21,21.03,Upgrade
Goodwill and Intangibles,36.21,17.62,17.74,17.92,20.62,21.19,21.52,21.84,21.9,22.34,Upgrade
Total Assets,"1,502.87","1,328.97","1,188.03",998.47,985.78,929.45,911.38,878.38,863.47,828.76,Upgrade
Total Liabilities,"1,391.43","1,193.33","1,061.36",889.86,893.88,841.83,826.43,797.81,791.83,766.06,Upgrade
Total Debt,68.25,29.05,28.02,42.2,56.9,66.59,72.87,70.66,76.55,68.74,Upgrade
Debt Growth,134.92%,3.68%,-33.60%,-25.83%,-14.56%,-8.61%,3.13%,-7.69%,11.35%,14.64%,Upgrade
Common Stock,84.33,79.17,72.28,69.08,63.82,57.81,52.01,45.41,40.51,36.43,Upgrade
Retained Earnings,52.17,52.59,44.95,34.29,32.07,30.21,34.29,32.99,29.32,27.19,Upgrade
Comprehensive Income,-25.07,3.88,9.45,5.24,-3.99,-0.41,-1.35,2.18,1.82,-0.93,Upgrade
Shareholders' Equity,111.43,135.64,126.67,108.61,91.9,87.62,84.95,80.57,71.65,62.69,Upgrade
Total Liabilities and Equity,"1,502.87","1,328.97","1,188.03",998.47,985.78,929.45,911.38,878.38,863.47,828.76,Upgrade
Net Cash / Debt,-36.01,167.54,62.26,-28.51,-37.78,-50.01,-52.87,-57.09,-63.79,-39.01,Upgrade
Net Cash / Debt Growth,-,169.11%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,21.37,25.85,24.26,20.42,17.30,16.88,16.43,16.32,14.55,13.11,Upgrade
