Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,96.08,52.87,29.92,39.45,62.09,13.78,22.09,7.03,20.06,6.59,Upgrade
Cash & Cash Equivalents,96.08,52.87,29.92,39.45,62.09,13.78,22.09,7.03,20.06,6.59,Upgrade
Cash Growth,81.72%,76.73%,-24.17%,-36.47%,350.69%,-37.62%,213.98%,-64.94%,204.59%,-46.16%,Upgrade
Receivables,0.36,0.45,2.75,0.27,2.22,0.23,0.42,0.47,0.17,0.15,Upgrade
Total Assets,"1,078.16",876.24,592.15,530.87,470.67,360.34,318.65,295.05,263.56,215.17,Upgrade
Accounts Payable,13.61,14.08,8.66,18.12,8.68,7.16,7.12,6.7,7.04,6.58,Upgrade
Total Liabilities,731.2,520.46,287.97,226.58,289.8,216.64,191.36,169.9,140.96,101.74,Upgrade
Total Debt,711.13,498.88,274.05,204.88,277.15,206.49,181.48,160.75,132.12,94.29,Upgrade
Debt Growth,42.54%,82.04%,33.76%,-26.08%,34.22%,13.78%,12.89%,21.67%,40.12%,56.37%,Upgrade
Common Stock,321.91,328.07,304.89,289.49,203.56,188.98,190.49,188.72,184.88,184.86,Upgrade
Retained Earnings,25.05,27.71,-0.7,14.8,-22.69,-45.29,-55.37,-26.22,-23.91,-31.12,Upgrade
Comprehensive Income,0,0,0,0,0,0,-7.82,-37.35,-38.38,-40.3,Upgrade
Shareholders' Equity,346.96,355.78,304.19,304.29,180.88,143.69,127.29,125.15,122.6,113.43,Upgrade
Total Liabilities and Equity,"1,078.16",876.24,592.15,530.87,470.67,360.34,318.65,295.05,263.56,215.17,Upgrade
Net Cash / Debt,-615.05,-446.01,-244.13,-165.43,-215.06,-192.71,-159.39,-153.71,-112.05,-87.7,Upgrade
Net Cash Per Share,-51.41,-38.93,-21.82,-17.75,-30.52,-31.99,-27.77,-27.54,-20.81,-17.82,Upgrade
Book Value Per Share,29.00,31.05,27.19,32.65,25.67,23.85,22.18,22.42,22.77,23.05,Upgrade
