Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Cash & Equivalents,"11,219","12,278","13,527","9,575","9,506","8,890","8,642","8,983","6,818","7,636",Upgrade
Cash & Cash Equivalents,"11,219","12,278","13,527","9,575","9,506","8,890","8,642","8,983","6,818","7,636",Upgrade
Cash Growth,-8.63%,-9.23%,41.27%,0.73%,6.93%,2.87%,-3.80%,31.75%,-10.71%,8.68%,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,0,0,555,658,Upgrade
Goodwill and Intangibles,"13,429","9,887","8,549","7,915","7,191","6,850","7,020","6,125","5,012","4,868",Upgrade
Total Assets,"330,906","345,370","323,011","297,202","271,827","269,112","258,238","246,853","223,357","199,531",Upgrade
Total Liabilities,"301,529","317,297","297,149","272,694","247,257","246,141","235,870","225,435","204,485","182,177",Upgrade
Total Debt,"6,876","6,625","5,281","4,038","4,338","4,736","5,135","4,740","5,017","5,252",Upgrade
Debt Growth,3.79%,25.45%,30.78%,-6.92%,-8.40%,-7.77%,8.33%,-5.52%,-4.47%,-6.03%,Upgrade
Common Stock,"10,640","10,615","10,591","10,619","10,749","10,911","10,943","10,900","10,805","10,902",Upgrade
Retained Earnings,"16,810","15,699","13,878","12,779","12,957","11,410","11,013","10,350","8,067","6,452",Upgrade
Shareholders' Equity,"27,450","26,314","24,469","23,398","23,706","22,321","21,956","21,250","18,872","17,354",Upgrade
Total Liabilities and Equity,"328,979","343,611","321,618","296,092","270,963","268,462","257,826","246,685","223,357","199,531",Upgrade
Net Cash / Debt,"4,343","5,653","8,246","5,537","5,168","4,154","3,507","4,243","1,801","2,384",Upgrade
Net Cash / Debt Growth,-23.17%,-31.45%,48.93%,7.14%,24.41%,18.45%,-17.35%,135.59%,-24.45%,65.90%,Upgrade
Book Value Per Share,46.84,44.98,41.63,39.10,38.83,36.38,36.03,34.87,30.97,29.52,Upgrade
