Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,60.82,208.71,125.26,55.96,88.82,29.81,30.27,28.34,31.41,37.56,Upgrade
Cash & Cash Equivalents,60.82,208.71,125.26,55.96,88.82,29.81,30.27,28.34,31.41,37.56,Upgrade
Cash Growth,-70.86%,66.62%,123.82%,-36.99%,197.97%,-1.54%,6.82%,-9.77%,-16.38%,-75.07%,Upgrade
"Property, Plant & Equipment",29.33,34.05,35.15,37.52,38.2,34.81,34.87,23.96,24.8,26.44,Upgrade
Goodwill and Intangibles,21.8,22.91,24.18,27.11,16.5,1.08,0,0,0.41,0.62,Upgrade
Total Assets,"2,922.41","2,834.57","2,750.57","2,383.27","1,934.39","1,558.85","1,414.5","1,292.82","1,190.44","1,177.81",Upgrade
Accounts Payable,61.85,40.82,38.03,34.72,22.82,17.18,15.17,13.94,11.92,10.87,Upgrade
Total Liabilities,"2,693.51","2,562.91","2,504.32","2,160.03","1,760.96","1,414.08","1,279.65","1,159.76","1,063.18","1,086.37",Upgrade
Total Debt,155.42,57.16,109.41,249.78,179.38,177.39,112.03,113.65,101.55,75.11,Upgrade
Debt Growth,171.90%,-47.76%,-56.20%,39.25%,1.12%,58.35%,-1.43%,11.91%,35.21%,59.40%,Upgrade
Common Stock,176.34,188.51,188.8,188.48,151.93,125.88,124.36,123.92,123.8,123.51,Upgrade
Retained Earnings,92.47,78.7,54.1,35.25,24.47,16.04,11.67,7.94,1.89,-27.26,Upgrade
Comprehensive Income,-39.91,4.45,3.35,-0.48,-2.97,2.85,-1.17,1.2,1.58,-4.81,Upgrade
Shareholders' Equity,228.9,271.66,246.25,223.25,173.43,144.77,134.86,133.06,127.27,91.44,Upgrade
Total Liabilities and Equity,"2,922.41","2,834.57","2,750.57","2,383.27","1,934.39","1,558.85","1,414.5","1,292.82","1,190.44","1,177.81",Upgrade
Net Cash / Debt,-94.59,151.55,15.84,-193.82,-90.56,-147.58,-81.75,-85.31,-70.15,-37.55,Upgrade
Net Cash / Debt Growth,-,856.51%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,21.44,24.24,21.98,19.95,18.39,17.34,16.28,16.08,15.40,11.28,Upgrade
