Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Cash & Equivalents,362.03,271.16,233.99,252.15,295.98,355.23,322.93,267.22,190.15,115.86,Upgrade
Short-Term Investments,0,0,0.01,0.01,0.01,34.3,27.17,40.6,70.57,106.37,Upgrade
Cash & Cash Equivalents,362.03,271.16,233.99,252.16,295.99,389.53,350.1,307.82,260.72,222.23,Upgrade
Cash Growth,33.51%,15.88%,-7.20%,-14.81%,-24.01%,11.26%,13.73%,18.07%,17.32%,8.97%,Upgrade
Receivables,7.12,5.47,5.27,4.93,4.58,4.4,3.53,3.27,2.96,2.79,Upgrade
Other Current Assets,0,0,0,0,-300.57,-393.93,-353.63,-311.09,-263.68,-225.02,Upgrade
Total Current Assets,369.16,276.63,239.26,257.08,0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment",17.86,15.83,15.25,14.55,14.55,14.07,14.46,15.09,15.21,15.85,Upgrade
Long-Term Investments,66.7,91.97,65.87,47.19,38.46,34.3,27.17,40.6,70.57,106.37,Upgrade
Other Long-Term Assets,0,0,0,0,-53.01,-48.37,-41.63,-55.7,-85.78,-122.22,Upgrade
Total Long-Term Assets,84.56,107.8,81.12,61.73,0,0,0,0,0,0,Upgrade
Total Assets,"4,193.8","3,431.17","2,857.09","2,590.35","2,408.59","2,284.6","2,014.6","1,768.53","1,552.21","1,356.44",Upgrade
Accounts Payable,4.53,0.2,0.25,0.96,2.19,0.58,0.4,0.3,0.35,0.49,Upgrade
Other Current Liabilities,0,0,0,0,-2.19,-0.58,-0.4,-0.3,-0.35,-0.49,Upgrade
Total Current Liabilities,4.53,0.2,0.25,0.96,0,0,0,0,0,0,Upgrade
Long-Term Debt,"1,276",665,408.03,505.89,607.35,579.98,476.19,403.39,330.58,303.75,Upgrade
Other Long-Term Liabilities,"-1,271.47",0.54,-407.78,-504.93,0,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,4.53,665.54,0.25,0.96,607.35,579.98,476.19,403.39,330.58,303.75,Upgrade
Total Liabilities,"3,807.83","3,076.55","2,564.15","2,343.12","2,196.01","2,098.44","1,853.58","1,630.51","1,430.69","1,253.22",Upgrade
Total Debt,"1,276",665,408.03,505.89,607.35,579.98,476.19,403.39,330.58,303.75,Upgrade
Debt Growth,91.88%,62.98%,-19.34%,-16.71%,4.72%,21.80%,18.05%,22.03%,8.83%,29.03%,Upgrade
Common Stock,2.15,2.14,2.14,2.14,2.13,2.13,2.13,2.13,2.13,2.13,Upgrade
Retained Earnings,370.76,339.74,278.35,232.85,198.58,165.6,144.58,124.48,108.24,90.45,Upgrade
Comprehensive Income,0,0,0,0,0,6.68,2.74,0.35,0.2,-0.02,Upgrade
Shareholders' Equity,385.97,354.61,292.94,247.22,212.58,186.16,161.02,138.02,121.52,103.22,Upgrade
Total Liabilities and Equity,"4,193.8","3,431.17","2,857.09","2,590.35","2,408.59","2,284.6","2,014.6","1,768.53","1,552.21","1,356.44",Upgrade
Net Cash / Debt,-913.97,-393.84,-174.04,-253.73,-311.36,-190.44,-126.09,-95.56,-69.86,-81.53,Upgrade
Net Cash Per Share,-,-178.94,-79.72,-116.23,-142.37,-87.32,-58.59,-44.55,-32.75,-38.27,Upgrade
Working Capital,364.63,276.43,239.01,256.12,0,0,0,0,0,0,Upgrade
Book Value Per Share,-,165.63,137.08,115.85,99.66,87.28,75.56,64.83,57.08,48.50,Upgrade
