Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,115.18,752.11,329.9,50.63,55.24,55.83,47.33,40.34,44.2,47.66,Upgrade
Cash & Cash Equivalents,115.18,752.11,329.9,50.63,55.24,55.83,47.33,40.34,44.2,47.66,Upgrade
Cash Growth,-84.69%,127.98%,551.57%,-8.33%,-1.07%,17.96%,17.34%,-8.73%,-7.27%,-62.91%,Upgrade
"Property, Plant & Equipment",72.36,88.01,45.48,44.35,42.44,37.63,38.98,39.61,42.34,46.01,Upgrade
Goodwill and Intangibles,100.16,102.64,20.78,21.28,21.81,8.92,9.02,0,0,1.18,Upgrade
Total Assets,"5,888.32","6,212.19","3,040.84","2,635.55","2,676","2,383.43","2,251.19","2,077.03","2,061.79","2,004.03",Upgrade
Total Liabilities,"5,427.18","5,710.16","2,733.75","2,357.68","2,446.92","2,183.08","2,075.98","1,921.1","1,867.62","1,856.34",Upgrade
Total Debt,260.81,198.88,160.52,205.87,313.36,246.62,197.3,152.11,169.91,131.44,Upgrade
Debt Growth,31.14%,23.89%,-22.03%,-34.30%,27.06%,24.99%,29.71%,-10.48%,29.27%,-40.73%,Upgrade
Common Stock,243.75,241.25,55.75,59.58,57.7,55.91,54.97,54.38,101.18,62.18,Upgrade
Retained Earnings,310.51,252.01,236.58,213.72,175.46,142.96,129.01,114.21,100.7,92.55,Upgrade
Comprehensive Income,-93.12,8.77,14.76,4.56,-4.08,1.48,-8.76,-12.66,-7.71,-7.04,Upgrade
Shareholders' Equity,461.14,502.03,307.09,277.86,229.08,200.35,175.21,155.93,194.16,147.69,Upgrade
Total Liabilities and Equity,"5,888.32","6,212.19","3,040.84","2,635.55","2,676","2,383.43","2,251.19","2,077.03","2,061.79","2,004.03",Upgrade
Net Cash / Debt,-145.63,553.23,169.38,-155.24,-258.12,-190.78,-149.97,-111.78,-125.72,-83.78,Upgrade
Net Cash / Debt Growth,-,226.62%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,10.35,17.49,10.46,9.29,7.70,6.76,5.93,5.29,6.59,10.61,Upgrade
