Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,855,858.67,906.45,726.23,646.56,606.2,842.94,553.33,485.7,434.06,Upgrade
Cash & Cash Equivalents,855,858.67,906.45,726.23,646.56,606.2,842.94,553.33,485.7,434.06,Upgrade
Cash Growth,-0.43%,-5.27%,24.82%,12.32%,6.66%,-28.09%,52.34%,13.92%,11.90%,16.98%,Upgrade
Receivables,"11,932","10,402.89","8,645.06","8,269.13","3,414.51","3,319.2","2,848.16","2,515.24","2,713.14","2,197.07",Upgrade
Goodwill and Intangibles,804,944.98,692.86,738.08,634.92,652.61,781.55,97.53,109.54,27.32,Upgrade
Total Assets,"47,990","45,100.95","43,282.3","37,885.36","32,218.33","32,051.66","29,372.11","23,138.93","22,006.08","19,566.09",Upgrade
Accounts Payable,"3,359","3,480.23","3,198.69","3,262.48","2,836.38","3,227.7","2,856.58","2,169.26","1,707.45","1,419.73",Upgrade
Deferred Revenue,"7,337","6,011.94","4,838.97","4,339.55","3,753.64","3,622.31","3,406.87","2,333.93","2,231.58","1,896.37",Upgrade
Total Liabilities,"35,069","31,545.82","29,294.86","25,569.81","21,780.65","21,805.72","20,060.98","16,028.38","14,887.44","13,918.6",Upgrade
Total Debt,"2,725","2,724.39","3,016.8","2,355.91","2,189.21","2,549.02","2,488.91","1,321.74",891.14,900,Upgrade
Debt Growth,0.02%,-9.69%,28.05%,7.61%,-14.12%,2.42%,88.31%,48.32%,-0.98%,125.00%,Upgrade
Common Stock,"-1,336",-845.37,254.53,264.27,192.25,515.67,371.56,"-1,148.99",-853.37,-469.62,Upgrade
Retained Earnings,"15,892","14,455.87","12,362.46","11,021.01","9,426.3","8,562.89","7,996.7","7,332.03","6,854.57","6,042.15",Upgrade
Comprehensive Income,"-1,646",-64.6,488.9,212.09,-178.72,118.04,-114.54,-16.5,128.86,74.96,Upgrade
Shareholders' Equity,"12,910","13,545.9","13,105.89","11,497.37","9,439.83","9,196.6","8,253.72","6,166.54","6,130.05","5,647.5",Upgrade
Total Liabilities and Equity,"47,979","45,091.71","42,400.74","37,067.18","31,220.48","31,002.33","28,314.7","22,194.92","21,017.49","19,566.09",Upgrade
Net Cash / Debt,"-1,870","-1,865.73","-2,110.35","-1,629.68","-1,542.65","-1,942.82","-1,645.97",-768.41,-405.44,-465.94,Upgrade
Net Cash Per Share,-4.95,-4.66,-5.14,-3.96,-3.74,-4.65,-4.40,-2.03,-1.00,-1.14,Upgrade
Book Value Per Share,35.02,34.58,32.52,28.61,23.35,22.76,22.78,16.88,15.62,14.33,Upgrade
