Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Cash & Equivalents,8.32,46.46,3.69,0.96,1.62,0.93,1.05,2.25,1.94,1.7,Upgrade
Short-Term Investments,0.18,0,0,2.21,2.7,2.9,3.25,0,1.77,1.46,Upgrade
Cash & Cash Equivalents,8.51,46.46,3.69,3.17,4.32,3.82,4.29,2.25,3.7,3.17,Upgrade
Cash Growth,-81.69%,1157.63%,16.57%,-26.62%,12.90%,-10.94%,91.01%,-39.27%,16.82%,119.63%,Upgrade
Receivables,0,0.65,2.12,2.43,2.22,2.19,2.34,2.17,2.1,2.05,Upgrade
Inventory,0,0,1.64,2.18,2.05,2.09,1.99,2.12,2.63,2.55,Upgrade
Other Current Assets,5.64,20.95,0.35,0.91,0.38,0.17,0.43,0.19,0.43,0.27,Upgrade
Total Current Assets,14.14,68.05,7.8,8.69,8.96,8.27,9.05,6.72,8.86,8.05,Upgrade
"Property, Plant & Equipment",203.47,92.47,7.39,7.92,8.08,8.3,8.91,7.96,5.42,5.63,Upgrade
Long-Term Investments,98.74,104.28,0,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,0,0,0.24,0.27,0.38,0.35,0.34,0.34,0.35,0.32,Upgrade
Other Long-Term Assets,1.34,0.11,0,0,0,0,0,0,0,0,Upgrade
Total Long-Term Assets,303.54,196.86,7.63,8.19,8.46,8.65,9.25,8.29,5.77,5.96,Upgrade
Total Assets,317.69,264.91,15.44,16.88,17.42,16.92,18.3,15.02,14.63,14,Upgrade
Accounts Payable,25.16,11.85,0.46,0.76,0.65,0.32,0.73,0.75,0.37,0.53,Upgrade
Current Debt,57.51,0.09,2.69,0.13,0.13,0.13,0.13,0,0,0,Upgrade
Other Current Liabilities,43.35,33.92,0.45,1.04,0.53,0.42,0.46,0.38,0.37,0.34,Upgrade
Total Current Liabilities,126.02,45.86,3.6,1.93,1.3,0.88,1.31,1.14,0.74,0.87,Upgrade
Long-Term Debt,73.91,95.62,0,2.69,2.82,2.95,3.08,0,0,0,Upgrade
Other Long-Term Liabilities,0,0.26,0,0,0.18,0.14,0.45,0.39,0.55,0.53,Upgrade
Total Long-Term Liabilities,73.91,95.88,0,2.69,3,3.09,3.52,0.39,0.55,0.53,Upgrade
Total Liabilities,199.93,141.73,3.6,4.62,4.31,3.97,4.84,1.52,1.29,1.4,Upgrade
Total Debt,131.43,95.71,2.69,2.82,2.95,3.08,3.2,0,0,0,Upgrade
Debt Growth,37.32%,3460.00%,-4.72%,-4.38%,-4.11%,-3.97%,-,-,-,-,Upgrade
Common Stock,304.23,218.86,2.94,2.92,2.92,2.91,2.93,2.9,2.88,2.79,Upgrade
Retained Earnings,-186.47,-95.68,8.9,9.34,10.19,10.05,10.53,10.59,10.46,9.81,Upgrade
Shareholders' Equity,117.75,123.18,11.84,12.26,13.11,12.96,13.46,13.5,13.34,12.6,Upgrade
Total Liabilities and Equity,317.69,264.91,15.44,16.88,17.42,16.92,18.3,15.02,14.63,14,Upgrade
Net Cash / Debt,-122.92,-49.25,1.01,0.35,1.37,0.75,1.09,2.25,3.7,3.17,Upgrade
Net Cash / Debt Growth,-,-,189.75%,-74.62%,82.96%,-31.44%,-51.52%,-39.27%,16.82%,119.63%,Upgrade
Net Cash Per Share,-1.11,-0.58,0.51,0.18,0.69,0.37,0.54,1.11,1.83,1.58,Upgrade
Working Capital,-111.88,22.2,4.21,6.76,7.65,7.4,7.73,5.59,8.11,7.17,Upgrade
Book Value Per Share,1.06,1.45,5.99,6.19,6.61,6.45,6.67,6.69,6.61,6.28,Upgrade
