Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Cash & Equivalents,433.19,506.63,258.96,176.39,141.88,70.91,93.15,72.41,64.26,71.65,Upgrade
Cash & Cash Equivalents,433.19,506.63,258.96,176.39,141.88,70.91,93.15,72.41,64.26,71.65,Upgrade
Cash Growth,-14.50%,95.64%,46.81%,24.33%,100.08%,-23.87%,28.65%,12.68%,-10.32%,-26.31%,Upgrade
"Property, Plant & Equipment",21.8,11.35,11.42,16.83,3.63,3.23,3.83,10.35,21.21,37.79,Upgrade
Total Assets,"2,387.81","1,943.86","1,207.21",936.27,582.61,425.61,362.55,280.73,268.36,352.24,Upgrade
Accounts Payable,44.33,42.29,41.73,41.62,105.77,115.74,86.77,51.72,39.97,48.63,Upgrade
Deferred Revenue,-16.19,0,0,0,0,0,-23.64,-16.72,0,0,Upgrade
Total Liabilities,"1,922.82","1,516.71",991.35,846.88,604.74,461.74,356.77,269.78,260.91,351.08,Upgrade
Total Debt,"1,817.8","1,426.66",923.69,799.48,498.72,336.87,254.23,195.75,200.01,247.2,Upgrade
Debt Growth,27.42%,54.45%,15.54%,60.31%,48.04%,32.50%,29.87%,-2.13%,-19.09%,-5.73%,Upgrade
Common Stock,122,227.76,194.95,212.69,213.44,212.88,211.65,211.08,210.52,210.32,Upgrade
Retained Earnings,204.42,60.24,-117.67,-211.79,-238.78,-246.64,-205.86,-199.52,-201.24,-208.41,Upgrade
Comprehensive Income,0,0,0,0,3.56,-2.18,0,-0.6,-1.84,-0.74,Upgrade
Shareholders' Equity,326.41,288,77.28,0.91,-21.79,-35.94,5.79,10.96,7.44,1.16,Upgrade
Total Liabilities and Equity,"2,249.24","1,804.71","1,068.64",847.79,582.95,425.8,362.56,280.74,268.35,352.24,Upgrade
Net Cash / Debt,"-1,384.61",-920.03,-664.73,-623.09,-356.84,-265.96,-161.09,-123.35,-135.76,-175.55,Upgrade
Book Value Per Share,22.60,19.08,4.84,0.06,-1.42,-2.59,0.42,0.79,0.54,0.09,Upgrade
