Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Cash & Equivalents,11.43,31.61,13.74,9.92,7.91,22.39,95.97,225.8,88.16,81.77,Upgrade
Cash & Cash Equivalents,11.43,31.61,13.74,9.92,7.91,22.39,95.97,225.8,88.16,81.77,Upgrade
Cash Growth,-63.84%,130.01%,38.49%,25.51%,-64.68%,-76.67%,-57.50%,156.11%,7.82%,26.00%,Upgrade
Receivables,12.11,10.53,10.39,9.25,5.22,3.14,1.75,0.08,1.2,2.76,Upgrade
Total Assets,973.96,735.58,584.96,551.84,417.49,325.75,284.49,776.87,778.69,667.67,Upgrade
Accounts Payable,0,0,0,0,0,0,3.94,0,0,0,Upgrade
Total Liabilities,553.09,399.33,312.74,225.88,109.2,40.68,11.86,9.45,8.31,7.9,Upgrade
Total Debt,528.59,381.3,303.3,216.1,95.31,25,0,0,0,0,Upgrade
Debt Growth,38.63%,25.72%,40.35%,126.74%,281.22%,-,-,-,-,-,Upgrade
Common Stock,431.12,338.35,291.99,262.23,241.4,242.12,243.12,278.88,176.27,164.13,Upgrade
Retained Earnings,-10.26,-2.1,-19.77,63.73,66.89,6.93,1.19,17.97,15.17,9.73,Upgrade
Comprehensive Income,0,0,0,0,0,36.02,28.33,470.58,578.95,485.92,Upgrade
Shareholders' Equity,420.87,336.25,272.22,325.96,308.29,285.07,272.64,767.42,770.39,659.78,Upgrade
Total Liabilities and Equity,973.96,735.58,584.96,551.84,417.49,325.75,284.49,776.87,778.69,667.67,Upgrade
Net Cash / Debt,-517.16,-349.69,-289.55,-206.18,-87.4,-2.61,95.97,225.8,88.16,81.77,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-57.50%,156.11%,7.82%,26.00%,Upgrade
Net Cash Per Share,-22.64,-18.35,-16.09,-12.32,-5.42,-0.16,6.10,14.54,5.76,-,Upgrade
Book Value Per Share,18.43,17.64,15.12,19.49,19.18,18.01,17.44,49.54,50.59,43.40,Upgrade
