Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Cash & Equivalents,27.94,158.95,155.92,52.24,44.04,42.18,44.91,20.51,24.07,28.42,Upgrade
Cash & Cash Equivalents,27.94,158.95,155.92,52.24,44.04,42.18,44.91,20.51,24.07,28.42,Upgrade
Cash Growth,-82.42%,1.94%,198.45%,18.63%,4.40%,-6.07%,118.98%,-14.79%,-15.30%,68.98%,Upgrade
"Property, Plant & Equipment",13.13,13.61,14.23,14.34,14.6,16.23,16.84,16.55,16.96,15.75,Upgrade
Goodwill and Intangibles,14.08,14.32,14.59,14.87,15.18,15.65,16.29,12.02,12.66,11.28,Upgrade
Total Assets,"1,861.82","1,861.44","1,893.52","1,799.43","1,833.79","1,785.22","1,772.48","1,606.54","1,574.82","1,372.32",Upgrade
Total Liabilities,"1,649.48","1,659.61","1,702.12","1,609.92","1,654.6","1,602.49","1,596.14","1,435.26","1,407.51","1,205.87",Upgrade
Total Debt,242.61,4.95,133.74,254.98,305.32,316.78,365.02,324.71,263.41,157.22,Upgrade
Debt Growth,4802.26%,-96.30%,-47.55%,-16.49%,-3.62%,-13.22%,12.41%,23.27%,67.54%,-33.99%,Upgrade
Common Stock,76.09,76.8,82.84,88.32,94.98,92.33,90.54,90.02,92.48,95.97,Upgrade
Retained Earnings,139.14,124.34,112.61,102.47,94.11,91.15,87.64,83.66,77.41,71.71,Upgrade
Comprehensive Income,-2.89,0.68,-4.06,-1.28,-9.91,-0.75,-1.83,-2.4,-2.58,-1.24,Upgrade
Shareholders' Equity,212.34,201.82,191.4,189.51,179.19,182.73,176.34,171.28,167.31,166.45,Upgrade
Total Liabilities and Equity,"1,861.82","1,861.44","1,893.52","1,799.43","1,833.79","1,785.22","1,772.48","1,606.54","1,574.82","1,372.32",Upgrade
Net Cash / Debt,-214.68,154,22.18,-202.74,-261.28,-274.59,-320.11,-304.21,-239.35,-128.81,Upgrade
Net Cash / Debt Growth,-,594.24%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,20.45,19.23,17.48,16.61,15.20,15.76,15.48,15.01,14.23,13.78,Upgrade
