Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,88.62,356.68,108.31,54.95,40.47,67.63,86.96,122.97,142.9,153.86,Upgrade
Cash & Cash Equivalents,88.62,356.68,108.31,54.95,40.47,67.63,86.96,122.97,142.9,153.86,Upgrade
Cash Growth,-75.15%,229.32%,97.11%,35.77%,-40.16%,-22.22%,-29.28%,-13.95%,-7.12%,63.93%,Upgrade
Receivables,727.47,648.83,625.06,480.62,376.8,294.05,242.85,210.09,184.8,151.68,Upgrade
Goodwill and Intangibles,0,0.82,1.32,49.78,52.25,54.72,57.19,59.65,62.12,64.65,Upgrade
Total Assets,"1,536.7","1,553.6","1,496.72","1,495.27","1,264.89","1,231.13","1,162.46","1,075.55",980.87,909.02,Upgrade
Accounts Payable,197.49,171.58,111.52,116.41,96.23,88.91,86,58.09,53.49,39.81,Upgrade
Deferred Revenue,292.69,284.43,320.81,388.93,298.06,276.64,241.25,216.41,196.83,185.3,Upgrade
Total Liabilities,"1,476.41","1,378.08","1,329.01","1,231.99","1,009.36",980.01,896.72,813.52,728.83,670.91,Upgrade
Total Debt,105.36,105.21,105.06,104.91,85.8,85.75,85.7,85.65,56.7,58.18,Upgrade
Debt Growth,0.14%,0.14%,0.14%,22.27%,0.06%,0.06%,0.06%,51.05%,-2.53%,-,Upgrade
Common Stock,102.19,101.85,101.62,102.02,101,102.41,107.34,113.11,114.6,115.03,Upgrade
Retained Earnings,-33.41,74.7,65.7,160.57,161.2,136.47,148.03,141.5,119.64,106.21,Upgrade
Comprehensive Income,-8.49,-1.04,0.38,0.69,-6.66,12.23,10.37,7.42,17.8,16.88,Upgrade
Shareholders' Equity,60.29,175.52,167.71,263.28,255.53,251.12,265.74,262.03,252.04,238.12,Upgrade
Total Liabilities and Equity,"1,536.7","1,553.6","1,496.72","1,495.27","1,264.89","1,231.13","1,162.46","1,075.55",980.87,909.02,Upgrade
Net Cash / Debt,-16.74,251.46,3.25,-49.97,-45.33,-18.12,1.26,37.32,86.2,95.68,Upgrade
Net Cash / Debt Growth,-,7649.28%,-,-,-,-,-96.63%,-56.70%,-9.91%,168.19%,Upgrade
Book Value Per Share,33.16,96.59,92.44,145.27,141.50,138.30,142.78,136.87,132.06,123.61,Upgrade
