Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,14.94,43.05,37.71,13.45,38.17,72.95,17.66,32.71,12.45,29.02,Upgrade
Cash & Cash Equivalents,14.94,43.05,37.71,13.45,38.17,72.95,17.66,32.71,12.45,29.02,Upgrade
Cash Growth,-65.30%,14.16%,180.42%,-64.77%,-47.68%,313.12%,-46.02%,162.83%,-57.11%,226.31%,Upgrade
Receivables,0,14.89,0,0,0,0,0,0,7.22,4.71,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,0,0,0,3.58,Upgrade
Total Assets,520.72,569.05,483.81,538.19,441.42,357.78,305.03,294.68,341.48,279.09,Upgrade
Accounts Payable,3.91,15.01,11.66,14.37,7.85,2.46,2.55,2.73,1.5,1.71,Upgrade
Deferred Revenue,0,0,0,0,0,0,0,0,0,0.39,Upgrade
Total Liabilities,340.29,365.3,324.86,371.56,266.4,169.44,161.25,151.66,204.01,138.71,Upgrade
Total Debt,331.75,344.81,309.19,352.48,254.83,164.82,156.34,146.46,199.91,134.96,Upgrade
Debt Growth,-3.79%,11.52%,-12.28%,38.32%,54.61%,5.42%,6.75%,-26.74%,48.13%,36.01%,Upgrade
Common Stock,184.98,185.25,187.26,187.44,187.67,187.53,134.4,134.54,136.48,143.22,Upgrade
Retained Earnings,-4.55,18.5,-28.3,-20.81,-12.65,0.81,7.06,3.43,2.34,-1.36,Upgrade
Comprehensive Income,0,0,0,0,0,0,2.32,5.04,-1.34,-1.48,Upgrade
Shareholders' Equity,180.42,203.74,158.96,166.63,175.02,188.34,143.78,143.01,137.47,140.38,Upgrade
Total Liabilities and Equity,520.72,569.05,483.81,538.19,441.42,357.78,305.03,294.68,341.48,279.09,Upgrade
Net Cash / Debt,-316.81,-301.76,-271.48,-339.03,-216.65,-91.87,-138.68,-113.75,-187.46,-105.94,Upgrade
Net Cash Per Share,-23.61,-22.50,-20.27,-25.37,-16.23,-7.41,-14.31,-11.76,-19.46,-11.01,Upgrade
Book Value Per Share,13.45,15.19,11.87,12.47,13.11,15.18,14.83,14.79,14.27,14.59,Upgrade
