Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,25.47,139.65,77.07,32.47,33.04,15.42,11.26,11.14,21.37,24.52,Upgrade
Cash & Cash Equivalents,25.47,139.65,77.07,32.47,33.04,15.42,11.26,11.14,21.37,24.52,Upgrade
Cash Growth,-81.76%,81.22%,137.35%,-1.72%,114.28%,36.88%,1.11%,-47.88%,-12.83%,117.06%,Upgrade
"Property, Plant & Equipment",27.23,27.55,28.53,30.47,22.92,21.39,22.55,22.16,20.59,19.54,Upgrade
Goodwill and Intangibles,11.47,11.87,12.36,12.95,13.64,0,0,0,0,0,Upgrade
Total Assets,"2,410.02","2,327.31","2,026.44","1,797.54","1,689.23","1,405.96","1,334.26","1,143.33","1,082.88","1,023.82",Upgrade
Total Liabilities,"2,223.01","2,119.17","1,828.43","1,616.04","1,534.75","1,296","1,229.83","1,043.55",966.32,913.09,Upgrade
Total Debt,116.77,50.08,66.92,88.87,90.44,178,179.56,126.62,88.67,82.48,Upgrade
Debt Growth,133.14%,-25.15%,-24.70%,-1.74%,-49.19%,-0.87%,41.81%,42.79%,7.51%,12.17%,Upgrade
Common Stock,97.87,96.64,95.57,94.93,83.74,47.5,47.25,46.54,66,65.26,Upgrade
Retained Earnings,132.24,113.45,97.94,85.06,72.59,63.65,58.1,53.5,50.94,46.52,Upgrade
Comprehensive Income,-43.09,-1.95,4.5,1.5,-1.85,-1.19,-0.93,-0.25,-0.38,-1.06,Upgrade
Shareholders' Equity,187.01,208.13,198.01,181.49,154.48,109.96,104.43,99.78,116.56,110.73,Upgrade
Total Liabilities and Equity,"2,410.02","2,327.31","2,026.44","1,797.54","1,689.23","1,405.96","1,334.26","1,143.33","1,082.88","1,023.82",Upgrade
Net Cash / Debt,-91.3,89.57,10.15,-56.4,-57.4,-162.58,-168.3,-115.48,-67.3,-57.96,Upgrade
Net Cash / Debt Growth,-,782.55%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,33.12,36.35,33.48,32.50,27.70,23.65,22.42,21.18,24.86,23.83,Upgrade
