Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Cash & Equivalents,29.1,50.57,42,8.3,14.11,22.93,15.22,14.12,12.25,13.16,Upgrade
Cash & Cash Equivalents,29.1,50.57,42,8.3,14.11,22.93,15.22,14.12,12.25,13.16,Upgrade
Cash Growth,-42.45%,20.41%,405.73%,-41.13%,-38.49%,50.72%,7.80%,15.20%,-6.90%,-9.23%,Upgrade
Receivables,588.94,"3,251.82","5,776","7,643.23","7,774.91","1,788.54",368.28,171.98,159.69,39.89,Upgrade
"Property, Plant & Equipment",9.65,10.27,6.06,7.16,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,0.11,0.11,0.11,7.99,7.99,7.99,7.99,7.99,7.99,11.11,Upgrade
Total Assets,887.06,"3,656.3","6,149.38","8,001.62","8,115.63","2,036.26",561.27,308.42,342.52,217.05,Upgrade
Accounts Payable,146.42,183.72,202.93,261.56,213.05,135.77,89.43,59.19,99.55,39.19,Upgrade
Total Liabilities,793.03,"3,504.87","6,047.94","7,952.87","8,073.19","1,988.1",514.51,262.24,286.02,155.87,Upgrade
Total Debt,492.27,"3,225.62","5,766.84","7,591","7,715.3","1,736.46",324.97,156.45,129.8,58.42,Upgrade
Debt Growth,-84.74%,-44.07%,-24.03%,-1.61%,344.31%,434.35%,107.72%,20.53%,122.17%,-39.22%,Upgrade
Common Stock,72.85,72.05,65.07,68.75,68.61,69.22,69.43,71.59,74.62,73.89,Upgrade
Retained Earnings,-25.15,-9.2,-20.34,-34.52,-31.93,-28.5,-29.58,-30.89,-25.62,-21.75,Upgrade
Comprehensive Income,-0.96,-0.91,-0.82,-0.92,-0.91,-0.85,-1.07,-0.94,-0.77,-0.64,Upgrade
Shareholders' Equity,46.74,61.94,43.91,33.32,35.77,39.87,38.78,39.76,48.24,51.5,Upgrade
Total Liabilities and Equity,839.77,"3,566.81","6,091.85","7,986.19","8,108.97","2,027.97",553.29,302,334.26,207.36,Upgrade
Net Cash / Debt,-463.17,"-3,175.06","-5,724.85","-7,582.69","-7,701.19","-1,713.52",-309.75,-142.33,-117.54,-45.26,Upgrade
Net Cash Per Share,-326.09,-600.78,-1124.48,-4510.36,-4571.85,-661.02,-175.70,-70.76,-57.84,-25.62,Upgrade
Book Value Per Share,32.91,52.18,38.82,29.32,31.05,33.04,31.81,26.88,32.16,41.73,Upgrade
