Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,54.31,79.12,135.47,57.7,46.59,47.86,48.78,30.71,54,48.33,Upgrade
Cash & Cash Equivalents,54.31,79.12,135.47,57.7,46.59,47.86,48.78,30.71,54,48.33,Upgrade
Cash Growth,-31.35%,-41.60%,134.79%,23.85%,-2.66%,-1.88%,58.82%,-43.12%,11.72%,-29.37%,Upgrade
"Property, Plant & Equipment",20.48,21.62,20.04,20.92,16.07,14.26,13.53,13.06,11.85,10.68,Upgrade
Goodwill and Intangibles,0,0,0,2.22,2.22,2.81,2.98,3.15,3.32,3.49,Upgrade
Total Assets,"1,336.49","1,205.37","1,093.55",872.91,805.34,745.83,691.38,628.88,624.06,585.44,Upgrade
Total Liabilities,"1,281.27","1,121.03","1,012.69",801.07,740.85,687.17,635.1,575.31,572.63,535.62,Upgrade
Total Debt,66.21,16.17,7.16,47.16,27.82,31.58,31.6,9.56,15.12,13.22,Upgrade
Debt Growth,309.41%,125.73%,-84.81%,69.53%,-11.91%,-0.04%,230.35%,-36.74%,14.39%,-16.07%,Upgrade
Common Stock,7.97,7.54,7.13,6.84,6.6,6.56,6.47,6.35,6.35,6.34,Upgrade
Retained Earnings,84.67,78.35,71.1,64.02,58.91,57.2,53.09,49.52,46.46,43.41,Upgrade
Comprehensive Income,-37.42,-1.55,2.64,0.99,-1.02,-5.1,-3.28,-2.3,-1.38,0.08,Upgrade
Shareholders' Equity,55.22,84.34,80.87,71.84,64.49,58.66,56.28,53.57,51.43,49.82,Upgrade
Total Liabilities and Equity,"1,336.49","1,205.37","1,093.55",872.91,805.34,745.83,691.38,628.88,624.06,585.44,Upgrade
Net Cash / Debt,-11.89,62.95,128.31,10.54,18.77,16.28,17.18,21.15,38.88,35.12,Upgrade
Net Cash / Debt Growth,-,-50.94%,1117.90%,-43.87%,15.29%,-5.27%,-18.75%,-45.60%,10.71%,-33.35%,Upgrade
Book Value Per Share,12.28,18.80,18.07,16.08,14.44,13.14,12.62,12.02,11.54,11.18,Upgrade
