Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,183.99,125.15,157.01,233.95,245.12,161.68,156.78,97.91,120.35,114.43,Upgrade
Cash & Cash Equivalents,183.99,125.15,157.01,233.95,245.12,161.68,156.78,97.91,120.35,114.43,Upgrade
Cash Growth,47.02%,-20.29%,-32.89%,-4.56%,51.60%,3.13%,60.13%,-18.65%,5.17%,3.57%,Upgrade
"Property, Plant & Equipment",117.95,78.53,72.69,73.86,75.58,62.84,60.64,37.35,36.02,36.76,Upgrade
Goodwill and Intangibles,154.37,83.42,85.45,89.72,95.28,37.41,20.49,4.69,4.89,5.09,Upgrade
Total Assets,"7,948.84","6,096.13","5,705.04","4,909.05","4,949.71","3,982.66","3,301.94","2,593.2","2,524.96","2,394.95",Upgrade
Total Liabilities,"7,176.11","5,419.12","5,111.25","4,373.7","4,476.57","3,629.38","3,015.9","2,367.31","2,380.88","2,247.38",Upgrade
Total Debt,825.89,170.81,177.11,278.96,404.97,309.48,290.95,444.16,662.56,563.38,Upgrade
Debt Growth,383.53%,-3.56%,-36.51%,-31.12%,30.85%,6.37%,-34.49%,-32.96%,17.60%,2.85%,Upgrade
Common Stock,367.29,285.01,283.98,286.7,285.2,202.19,168.95,134.24,67.74,96.58,Upgrade
Retained Earnings,450.11,386.08,300.8,245.84,192.2,151.96,118.62,92.97,77.88,64.64,Upgrade
Comprehensive Income,-44.68,5.93,9.01,2.82,-4.27,-0.87,-1.53,-1.32,-1.54,-13.64,Upgrade
Shareholders' Equity,772.72,677.01,593.79,535.35,473.14,353.29,286.04,225.89,144.08,147.58,Upgrade
Total Liabilities and Equity,"7,948.84","6,096.13","5,705.04","4,909.05","4,949.71","3,982.66","3,301.94","2,593.2","2,524.96","2,394.95",Upgrade
Net Cash / Debt,-641.9,-45.65,-20.11,-45.01,-159.85,-147.8,-134.18,-346.26,-542.21,-448.95,Upgrade
Net Cash Per Share,-38.00,-2.86,-1.26,-2.82,-10.61,-10.80,-10.51,-32.98,-67.37,-79.50,Upgrade
Book Value Per Share,46.32,43.10,37.65,34.03,32.04,26.51,22.75,21.84,18.18,26.68,Upgrade
