Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,31.17,163.47,70.28,52.57,31.73,100.38,38.57,94.62,77.33,112.05,Upgrade
Cash & Cash Equivalents,31.17,163.47,70.28,52.57,31.73,100.38,38.57,94.62,77.33,112.05,Upgrade
Cash Growth,-80.93%,132.60%,33.67%,65.71%,-68.39%,160.28%,-59.24%,22.36%,-30.99%,111.59%,Upgrade
"Property, Plant & Equipment",7.99,8.38,8.23,7.62,8.48,9.4,9.41,9.29,9.95,10.54,Upgrade
Goodwill and Intangibles,53.78,54.3,54.96,55.66,56.35,56.8,41.61,30.94,31.26,31.6,Upgrade
Total Assets,"2,422.52","2,450.14","2,004.1","1,596.76","1,537.84","1,661.66","1,443.32","1,276.74","1,192.18","1,145.64",Upgrade
Total Liabilities,"2,247.86","2,202.29","1,759.08","1,368.63","1,318.1","1,452.1","1,279.29","1,137.41","1,061.14","1,025.59",Upgrade
Total Debt,115.6,39.45,5.16,5.16,15.16,5.16,5.56,5.16,5.16,5.16,Upgrade
Debt Growth,193.00%,665.35%,-,-65.98%,193.99%,-7.20%,7.76%,-,-,-43.69%,Upgrade
Common Stock,61.49,66.82,79.42,89.38,103.85,103.31,71.65,54.42,54.22,53.98,Upgrade
Retained Earnings,194.4,173.39,150.75,135.93,120.29,103.42,92.9,80.44,71.45,68.35,Upgrade
Comprehensive Income,-81.23,7.63,14.86,2.82,-4.41,2.83,-0.52,4.46,5.38,-2.29,Upgrade
Shareholders' Equity,174.66,247.85,245.02,228.13,219.74,209.56,164.03,139.32,131.05,120.04,Upgrade
Total Liabilities and Equity,"2,422.52","2,450.14","2,004.1","1,596.76","1,537.84","1,661.66","1,443.32","1,276.74","1,192.18","1,145.64",Upgrade
Net Cash / Debt,-84.43,124.01,65.12,47.42,16.57,95.23,33.01,89.46,72.17,106.9,Upgrade
Net Cash / Debt Growth,-,90.43%,37.34%,186.14%,-82.60%,188.46%,-63.10%,23.95%,-32.48%,144.05%,Upgrade
Book Value Per Share,14.89,20.67,19.59,17.29,15.93,15.43,13.51,12.67,11.94,11.00,Upgrade
