Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,"5,012.26","7,946.66","9,206.38","4,395.58","3,029.88","2,875.59","2,814.35","1,735.87","1,330.51",153.91,Upgrade
Cash & Cash Equivalents,"5,012.26","7,946.66","9,206.38","4,395.58","3,029.88","2,875.59","2,814.35","1,735.87","1,330.51",153.91,Upgrade
Cash Growth,-36.93%,-13.68%,109.45%,45.07%,5.37%,2.18%,62.13%,30.47%,764.47%,-25.41%,Upgrade
"Property, Plant & Equipment",26.38,20.9,24.55,31.21,23.8,25.18,19.78,23.56,23.14,11.48,Upgrade
Goodwill and Intangibles,1.5,17.26,17.67,18.1,18.57,19.04,19.51,19.96,20.59,21.29,Upgrade
Total Assets,"28,414.64","34,731.74","37,726.1","32,548.07","28,257.77","25,075.65","21,697.13","18,903.82","15,905.71","11,720.06",Upgrade
Total Liabilities,"25,359.29","31,522.12","34,854.87","29,746.75","25,757.37","22,872.92","19,687.58","17,280.29","14,421.52","10,623.71",Upgrade
Total Debt,"2,132.58","3,131.57","3,507.65","2,937.3","4,936.35","3,559.85","2,504.03","2,037.14","1,592.09","1,250.04",Upgrade
Debt Growth,-31.90%,-10.72%,19.42%,-40.50%,38.67%,42.17%,22.92%,27.95%,27.36%,-42.44%,Upgrade
Common Stock,"1,210.79","1,309.06","1,142.39","1,128.7","1,118.38","1,111.79","1,105.96",865,860.19,598.61,Upgrade
Retained Earnings,"2,263.5","1,948.27","1,713.06","1,663.67","1,381.49","1,090.5",903.19,757.82,622.71,496.11,Upgrade
Comprehensive Income,-418.94,-47.72,15.77,8.95,0.52,0.43,0.42,0.72,1.29,1.63,Upgrade
Shareholders' Equity,"3,055.35","3,209.62","2,871.22","2,801.32","2,500.39","2,202.72","2,009.56","1,623.53","1,484.19","1,096.35",Upgrade
Total Liabilities and Equity,"28,414.64","34,731.74","37,726.1","32,548.07","28,257.77","25,075.65","21,697.13","18,903.82","15,905.71","11,720.06",Upgrade
Net Cash / Debt,"2,879.68","4,815.09","5,698.73","1,458.28","-1,906.47",-684.26,310.33,-301.27,-261.57,"-1,096.13",Upgrade
Net Cash / Debt Growth,-40.19%,-15.51%,290.78%,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,61.23,63.42,56.90,55.67,49.83,44.39,43.67,35.41,34.37,26.75,Upgrade
