Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,23.41,70.27,116.03,70.63,43.3,72.83,51.21,81.4,118.94,193.84,Upgrade
Cash & Cash Equivalents,23.41,70.27,116.03,70.63,43.3,72.83,51.21,81.4,118.94,193.84,Upgrade
Cash Growth,-66.68%,-39.44%,64.28%,63.12%,-40.54%,42.22%,-37.10%,-31.56%,-38.64%,33.56%,Upgrade
"Property, Plant & Equipment",8.83,9.38,10.25,8.23,9.6,8.26,8.75,7.82,8.84,8.99,Upgrade
Total Assets,"1,187.04","1,183.6","1,176.84","1,084.85","1,175.55","1,200.63","1,171.38","1,174.56","1,105.63","1,211.04",Upgrade
Accounts Payable,17.88,17.36,18.85,21.83,21.33,19.66,20.25,17.97,20.47,21.57,Upgrade
Total Liabilities,"1,058.39","1,056.32","1,052.86",964.21,"1,055.09","1,072.4","1,037.93","1,033.42",959.77,"1,051.07",Upgrade
Total Debt,85,100.98,141.05,101.11,126.16,126.23,91.3,91.37,41.43,106.49,Upgrade
Debt Growth,-15.83%,-28.40%,39.50%,-19.86%,-0.05%,38.26%,-0.07%,120.53%,-61.09%,-15.85%,Upgrade
Common Stock,-74.03,-70.53,-70.47,-70.36,-70.37,-64.75,-58.53,-47.4,-36.98,-20.4,Upgrade
Retained Earnings,202.68,197.73,194.35,190.84,190.62,192.75,191.67,188.21,182.46,179.82,Upgrade
Comprehensive Income,0,0.07,0.1,0.16,0.21,0.23,0.31,0.33,0.39,0.55,Upgrade
Shareholders' Equity,128.65,127.28,123.98,120.64,120.46,128.23,133.45,141.14,145.86,159.97,Upgrade
Total Liabilities and Equity,"1,187.04","1,183.6","1,176.84","1,084.85","1,175.55","1,200.63","1,171.38","1,174.56","1,105.63","1,211.04",Upgrade
Net Cash / Debt,-61.59,-30.71,-25.01,-30.48,-82.86,-53.4,-40.09,-9.96,77.51,87.35,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-11.27%,369.87%,Upgrade
Book Value Per Share,17.66,16.93,16.67,16.09,16.14,16.25,16.32,16.19,15.09,15.31,Upgrade
