Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Cash & Equivalents,"3,407","6,889","8,372","12,263","8,744","10,768","11,347","9,594","10,610","5,691",Upgrade
Cash & Cash Equivalents,"3,407","6,889","8,372","12,263","8,744","10,768","11,347","9,594","10,610","5,691",Upgrade
Cash Growth,-50.54%,-17.71%,-31.73%,40.24%,-18.80%,-5.10%,18.27%,-9.58%,86.43%,-40.66%,Upgrade
Goodwill and Intangibles,"1,240","1,333","1,386","1,559","1,727","1,633","1,820","1,901","2,073","2,272",Upgrade
Total Assets,"401,786","468,252","443,814","439,769","392,008","395,923","425,425","415,415","424,112","351,860",Upgrade
Deferred Revenue,0,0,0,0,0,0,0,0,0,88,Upgrade
Total Liabilities,"387,596","441,881","419,153","415,336","369,476","371,844","401,084","389,165","396,429","329,141",Upgrade
Total Debt,"6,346","11,855","10,609","11,514","13,450","14,399","13,920","13,204","14,905","11,874",Upgrade
Debt Growth,-46.47%,11.74%,-7.86%,-14.39%,-6.59%,3.44%,5.42%,-11.41%,25.53%,-10.46%,Upgrade
Common Stock,"14,014","26,176","24,586","24,413","22,510","24,059","24,318","26,241","27,674","22,709",Upgrade
Shareholders' Equity,"14,014","26,176","24,586","24,413","22,510","24,059","24,318","26,241","27,674","22,709",Upgrade
Total Liabilities and Equity,"401,610","468,057","443,739","439,749","391,986","395,903","425,402","415,406","424,103","351,850",Upgrade
Net Cash / Debt,"-2,939","-4,966","-2,237",749,"-4,706","-3,631","-2,573","-3,610","-4,295","-6,183",Upgrade
Book Value Per Share,5.24,9.80,9.14,9.11,8.46,9.05,9.09,9.81,14.49,11.89,Upgrade
