Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Cash & Equivalents,230.09,412.36,261.96,551.09,196,125.22,66.02,133.87,33.12,30.83,Upgrade
Cash & Cash Equivalents,230.09,412.36,261.96,551.09,196,125.22,66.02,133.87,33.12,30.83,Upgrade
Cash Growth,-44.20%,57.41%,-52.46%,181.17%,56.53%,89.67%,-50.69%,304.25%,7.40%,-12.24%,Upgrade
"Property, Plant & Equipment",24.03,24.69,30.26,33.17,20.29,18.77,19.38,15.73,14.3,13.85,Upgrade
Goodwill and Intangibles,5.38,5.43,5.49,5.55,5.6,0,0,0,0,0,Upgrade
Total Assets,"3,546.19","2,967.53","2,821.02","2,907.47","2,674.73","1,942.84","1,708.21","1,618.41","1,301.9","1,207.96",Upgrade
Total Liabilities,"3,254.94","2,693.5","2,571.81","2,668","2,474.52","1,766.38","1,577.13","1,484.86","1,199.65","1,107.9",Upgrade
Total Debt,433.63,121.74,243.43,295.99,282.38,189.12,179.12,204.12,163.12,132.12,Upgrade
Debt Growth,256.20%,-49.99%,-17.76%,4.82%,49.31%,5.58%,-12.25%,25.13%,23.46%,0.76%,Upgrade
Common Stock,182.64,191.73,191.08,193.26,166.89,148.36,106.78,107.76,77.61,76.22,Upgrade
Retained Earnings,115.11,81.17,58.34,48.43,38.41,31.24,28.16,27.38,25.98,23.71,Upgrade
Comprehensive Income,-6.49,1.13,-0.21,-2.22,-5.08,-3.14,-3.86,-1.6,-1.34,0.13,Upgrade
Shareholders' Equity,291.25,274.02,249.21,239.47,200.22,176.45,131.08,133.54,102.25,100.06,Upgrade
Total Liabilities and Equity,"3,546.19","2,967.53","2,821.02","2,907.47","2,674.73","1,942.84","1,708.21","1,618.41","1,301.9","1,207.96",Upgrade
Net Cash / Debt,-203.53,290.63,18.54,255.1,-86.38,-63.91,-113.11,-70.25,-130.01,-101.29,Upgrade
Net Cash / Debt Growth,-,1467.82%,-92.73%,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-11.73,16.86,1.08,15.53,-5.52,-5.11,-10.05,-7.92,-15.48,-12.06,Upgrade
Book Value Per Share,17.16,16.06,14.48,14.63,12.86,14.23,11.66,15.09,12.22,11.92,Upgrade
