Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Cash & Equivalents,104.34,134.62,112.7,113.98,156.37,267.65,98.31,69.96,50.94,42.68,Upgrade
Cash & Cash Equivalents,104.34,134.62,112.7,113.98,156.37,267.65,98.31,69.96,50.94,42.68,Upgrade
Cash Growth,-22.50%,19.45%,-1.12%,-27.11%,-41.57%,172.24%,40.52%,37.34%,19.36%,-15.19%,Upgrade
Receivables,43.21,59.75,86.2,80.29,64.39,68.21,70.97,69.9,87.26,88.11,Upgrade
"Property, Plant & Equipment",115.37,96.76,97.68,34.63,7.19,8.6,8.76,9.78,10.34,11.5,Upgrade
Goodwill and Intangibles,202.71,210.04,215.94,205.99,205.92,217.74,208.19,209.02,130.98,142.97,Upgrade
Total Assets,552.79,568.63,585.8,494.38,485.7,610.82,456.68,423.14,337.65,353.45,Upgrade
Accounts Payable,45.67,59.08,49.49,39.29,74.09,41.47,46.82,31.99,35.44,27.2,Upgrade
Total Liabilities,471.83,463.7,497.73,449.7,423.34,402.52,165.5,139.79,81.41,75.74,Upgrade
Total Debt,377.27,360.53,416.14,388.75,319.48,339.05,80.95,73.55,35.6,30.85,Upgrade
Debt Growth,4.64%,-13.36%,7.05%,21.68%,-5.77%,318.86%,10.05%,106.60%,15.40%,5.92%,Upgrade
Common Stock,-6.17,2.82,18.14,9.7,34.64,192.93,211.78,201.9,132.23,133.62,Upgrade
Retained Earnings,125.99,132.56,95.42,69.09,63.43,37.6,111.8,109.86,141.29,152.41,Upgrade
Comprehensive Income,-38.86,-30.44,-25.5,-34.12,-35.71,-22.22,-32.4,-28.41,-17.97,-9.36,Upgrade
Shareholders' Equity,80.96,104.94,88.07,44.68,62.36,208.3,291.18,283.36,255.55,276.67,Upgrade
Total Liabilities and Equity,552.79,568.63,585.8,494.38,485.7,610.82,456.68,423.14,336.96,352.4,Upgrade
Net Cash / Debt,-272.93,-225.91,-303.44,-274.78,-163.11,-71.4,17.37,-3.59,15.34,11.83,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,29.67%,-44.20%,Upgrade
Net Cash Per Share,-12.47,-9.22,-13.15,-11.32,-5.90,-2.23,0.54,-0.11,0.51,0.39,Upgrade
Book Value Per Share,4.46,5.48,4.65,1.86,2.33,6.49,9.09,9.08,8.42,9.18,Upgrade
