Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,259.35,645.83,115.97,95.42,77.54,77.84,50.55,58.67,72.06,99.09,Upgrade
Cash & Cash Equivalents,259.35,645.83,115.97,95.42,77.54,77.84,50.55,58.67,72.06,99.09,Upgrade
Cash Growth,-59.84%,456.92%,21.53%,23.07%,-0.39%,53.99%,-13.84%,-18.57%,-27.28%,-35.99%,Upgrade
Receivables,19.99,6.99,13.92,24.37,14.41,22.23,20.49,13.33,15.25,16.03,Upgrade
"Property, Plant & Equipment",47.69,48.17,50.54,52.73,39.09,37.87,39.32,40.22,35.64,28.32,Upgrade
Goodwill and Intangibles,15.98,16.01,16.05,16.09,16.15,16.22,16.32,23.78,24.04,7.94,Upgrade
Total Assets,"2,674.32","2,724.72","2,121.8","1,644","1,502.99","1,518.6","1,526.54","1,499.49","1,449.35","1,215.01",Upgrade
Total Liabilities,"2,455.69","2,486.9","1,900.22","1,436.88","1,297.04","1,325.79","1,339.83","1,322.28","1,284.91","1,070.69",Upgrade
Total Debt,34.27,35.78,37.51,33.43,51.83,45.42,50.5,52.1,64.71,46.23,Upgrade
Debt Growth,-4.23%,-4.59%,12.19%,-35.50%,14.12%,-10.07%,-3.06%,-19.48%,39.97%,9.87%,Upgrade
Common Stock,23.49,37.18,48.06,57.07,69.02,68.67,69.85,69.3,68.58,60.63,Upgrade
Retained Earnings,224.23,204.05,173.5,149.62,137.45,124.41,117.14,108.15,95.49,82.86,Upgrade
Comprehensive Income,-29.08,-3.41,0.02,0.43,-0.52,-0.27,-0.4,-0.41,0.25,0.67,Upgrade
Shareholders' Equity,218.63,237.82,221.58,207.12,205.95,192.8,186.59,177.04,164.32,144.15,Upgrade
Total Liabilities and Equity,"2,674.32","2,724.72","2,121.8","1,644","1,502.99","1,518.6","1,526.42","1,499.31","1,449.23","1,214.84",Upgrade
Net Cash / Debt,225.08,610.04,78.46,61.99,25.71,32.42,0.05,6.58,7.35,52.86,Upgrade
Net Cash / Debt Growth,-63.10%,677.52%,26.56%,141.14%,-20.71%,67447.92%,-99.27%,-10.56%,-86.09%,-53.11%,Upgrade
Net Cash Per Share,38.61,97.62,12.20,9.11,3.68,4.65,0.01,0.95,1.07,8.00,Upgrade
Book Value Per Share,37.92,38.48,34.87,30.87,29.95,27.98,27.11,25.81,24.30,22.11,Upgrade
