Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,12.67,13.62,23.39,2.73,4.27,2.11,2.53,2.78,3.81,3.23,Upgrade
Cash & Cash Equivalents,12.67,13.62,23.39,2.73,4.27,2.11,2.53,2.78,3.81,3.23,Upgrade
Cash Growth,-7.01%,-41.75%,757.22%,-36.08%,102.37%,-16.64%,-8.89%,-27.04%,17.83%,-44.26%,Upgrade
Receivables,5.49,4.99,2.83,3.15,0.4,0.38,1.25,0.64,2.86,1.67,Upgrade
Inventory,4.62,3.22,0.24,0.1,2.41,0.17,0.26,4.11,6.65,6.66,Upgrade
Other Current Assets,1.11,1.46,0.5,0.78,0.61,0.36,0.39,-3.26,-5.92,-4.23,Upgrade
Total Current Assets,23.89,23.28,26.95,6.77,7.68,3.02,4.43,4.26,7.39,7.32,Upgrade
"Property, Plant & Equipment",4.35,4.17,1.09,1.7,0.18,0.15,0.16,0.11,0.15,0.03,Upgrade
Long-Term Investments,18.22,6.47,3.15,3.88,2.77,0.01,0,0,1.13,3.15,Upgrade
Goodwill and Intangibles,11.59,12.01,8.71,8.98,9.79,10.04,10.28,10.54,16.5,10.11,Upgrade
Other Long-Term Assets,9.51,4.54,4.65,0.58,0.22,0.24,0.28,3.89,6.69,29.38,Upgrade
Total Long-Term Assets,43.67,27.18,17.6,15.15,12.95,10.43,10.71,14.54,24.48,42.67,Upgrade
Total Assets,67.56,50.46,44.56,21.92,20.63,13.45,15.14,18.8,31.87,50,Upgrade
Accounts Payable,8.92,4.79,13.61,8.11,8.1,5.02,6.75,6.64,7.23,6.51,Upgrade
Current Debt,4.11,2.98,0.38,1.02,1.18,0.74,0.66,1.72,3.51,3.99,Upgrade
Other Current Liabilities,3.19,6.45,0,0,0.89,2.91,1.16,1,0.8,0,Upgrade
Total Current Liabilities,16.23,14.22,13.99,9.13,10.17,8.66,8.57,9.36,11.54,10.5,Upgrade
Long-Term Debt,3.04,3.6,0.62,0.94,0.44,0.79,0.35,2.5,2.5,0,Upgrade
Other Long-Term Liabilities,0,0,0,0,2.42,0.51,2.73,3.55,4.36,0,Upgrade
Total Long-Term Liabilities,3.04,3.6,0.62,0.94,2.86,1.3,3.08,6.05,6.86,0,Upgrade
Total Liabilities,19.26,17.83,14.61,10.07,13.03,9.96,11.65,15.41,18.39,10.5,Upgrade
Total Debt,7.15,6.58,1,1.96,1.62,1.52,1.01,4.22,6.01,3.99,Upgrade
Debt Growth,8.63%,556.13%,-48.75%,21.10%,6.04%,50.59%,-76.02%,-29.77%,50.70%,-63.36%,Upgrade
Common Stock,293.57,293.4,293.76,285.4,285.05,284.69,284.44,284.34,283.98,283.5,Upgrade
Retained Earnings,-245.27,-260.76,-263.82,-273.47,-277.37,-281.12,-280.88,-280.89,-270.47,-243.95,Upgrade
Comprehensive Income,0,0,0,-0.08,-0.08,-0.08,-0.07,-0.05,-0.03,-0.04,Upgrade
Shareholders' Equity,48.3,32.64,29.94,11.85,7.6,3.49,3.49,3.39,13.48,39.5,Upgrade
Total Liabilities and Equity,67.56,50.46,44.56,21.92,20.63,13.45,15.14,18.8,31.87,50,Upgrade
Net Cash / Debt,5.52,7.04,22.38,0.77,2.65,0.59,1.52,-1.44,-2.2,-0.76,Upgrade
Net Cash / Debt Growth,-21.63%,-68.54%,2802.98%,-70.93%,353.33%,-61.46%,-,-,-,-,Upgrade
Net Cash Per Share,0.15,0.19,0.68,0.03,0.09,0.02,0.05,-0.05,-0.08,-0.03,Upgrade
Working Capital,7.67,9.06,12.96,-2.36,-2.49,-5.64,-4.14,-5.09,-4.15,-3.17,Upgrade
Book Value Per Share,1.34,0.92,0.99,0.41,0.27,0.12,0.12,0.12,0.48,1.38,Upgrade
