Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,82.44,19.55,20.01,44.85,27.92,86.63,53.58,35.63,27.27,22.98,Upgrade
Cash & Cash Equivalents,82.44,19.55,20.01,44.85,27.92,86.63,53.58,35.63,27.27,22.98,Upgrade
Cash Growth,321.61%,-2.27%,-55.39%,60.63%,-67.77%,61.67%,50.38%,30.66%,18.64%,27.44%,Upgrade
Receivables,20.9,26.09,15.85,1.32,0,0.43,0,0,10.96,3.61,Upgrade
Total Assets,"1,719.35","1,894.23","1,671.99","1,722.07","1,659.54","1,629.42","1,387.6","1,239.11","1,205.87",803.33,Upgrade
Accounts Payable,15.79,39.04,44.05,23.24,13.22,23.26,17.39,12.14,6.81,19.15,Upgrade
Total Liabilities,972.6,"1,064.77",907,945.75,829.06,758.69,596.66,517.14,340.24,118.05,Upgrade
Total Debt,953.27,"1,023.33",859.9,907.8,805.2,725.2,571.66,498.21,328.7,95,Upgrade
Debt Growth,-6.85%,19.00%,-5.28%,12.74%,11.03%,26.86%,14.74%,51.57%,246.00%,28.38%,Upgrade
Common Stock,967.95,966.47,980.03,997.44,"1,000.13","1,038.91",944.48,878.43,877.15,666.71,Upgrade
Retained Earnings,-221.19,-137.01,-215.04,-221.12,-169.66,-168.19,-122.43,-110.22,-104.52,-81.78,Upgrade
Comprehensive Income,0,0,0,0,0,0,-31.12,-46.23,-41.5,-35.31,Upgrade
Shareholders' Equity,746.75,829.46,764.99,776.32,830.47,870.73,790.94,721.98,731.13,549.61,Upgrade
Total Liabilities and Equity,"1,719.35","1,894.23","1,671.99","1,722.07","1,659.54","1,629.42","1,387.6","1,239.11","1,071.37",667.66,Upgrade
Net Cash / Debt,-870.83,"-1,003.77",-839.9,-862.95,-777.28,-638.58,-518.08,-462.58,-301.43,-72.02,Upgrade
Net Cash Per Share,-15.07,-17.38,-14.48,-14.68,-13.22,-11.20,-10.17,-9.47,-7.65,-2.78,Upgrade
Book Value Per Share,12.93,14.36,13.19,13.21,14.12,15.28,15.52,14.78,18.56,21.20,Upgrade
