Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Cash & Equivalents,64.08,104.41,54.87,18.11,15.87,11.91,4.76,21.17,13.63,3.69,Upgrade
Cash & Cash Equivalents,64.08,104.41,54.87,18.11,15.87,11.91,4.76,21.17,13.63,3.69,Upgrade
Cash Growth,-38.63%,90.27%,203.02%,14.12%,33.28%,150.32%,-77.53%,55.26%,269.96%,-89.43%,Upgrade
"Property, Plant & Equipment",16.25,15.3,13.24,13.55,12.24,12.22,12.37,10.19,8.45,6.56,Upgrade
Total Assets,590.48,565.73,518.22,442.45,421.65,426.61,381.7,369.83,329.53,277.16,Upgrade
Total Liabilities,538.13,513.01,467.69,392.11,374.61,380.36,338.31,326.45,286.75,235.17,Upgrade
Total Debt,3.54,3.69,3.88,2.39,12.66,49.61,48.78,38.99,13.33,22.44,Upgrade
Debt Growth,-4.25%,-4.87%,62.49%,-81.13%,-74.47%,1.69%,25.11%,192.60%,-40.62%,-5.42%,Upgrade
Common Stock,39.54,36.98,35.68,34.95,33.96,33.28,32.29,31.62,15.02,16.54,Upgrade
Retained Earnings,14.51,15.47,13.94,15.37,14.13,13.32,11.02,11.66,27.59,25.4,Upgrade
Comprehensive Income,-1.7,0.28,0.92,0.02,-1.05,-0.35,0.08,0.1,0.17,0.04,Upgrade
Shareholders' Equity,52.35,52.73,50.54,50.34,47.04,46.25,43.39,43.39,42.78,41.98,Upgrade
Total Liabilities and Equity,590.48,565.73,518.22,442.45,421.65,426.61,381.7,369.83,329.53,277.16,Upgrade
Net Cash / Debt,60.54,100.71,50.99,15.72,3.21,-37.7,-44.03,-17.82,0.31,-18.75,Upgrade
Net Cash / Debt Growth,-39.89%,97.52%,224.38%,390.45%,-,-,-,-,-,-,Upgrade
Book Value Per Share,15.44,15.70,14.58,13.61,12.32,11.84,10.91,10.25,9.56,8.93,Upgrade
