Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,503.27,681.87,585.61,359.8,208.62,194.73,228.41,158.91,116.38,196.63,Upgrade
Short-Term Investments,33.22,35.98,19.57,25.81,29.26,32.44,24.22,23.5,20.01,12.73,Upgrade
Cash & Cash Equivalents,536.49,717.85,605.18,385.61,237.88,227.18,252.62,182.41,136.39,209.35,Upgrade
Cash Growth,-25.26%,18.62%,56.94%,62.10%,4.71%,-10.07%,38.49%,33.75%,-34.85%,3.15%,Upgrade
Receivables,204.1,151.19,155.01,146.31,156.64,148.33,97.8,95.06,90.35,73.29,Upgrade
Other Current Assets,129.75,64.54,81.74,51.89,36.4,33.87,18.86,26.7,23.04,35.39,Upgrade
Total Current Assets,870.35,933.58,841.93,583.81,430.92,409.38,369.28,304.17,249.78,318.03,Upgrade
"Property, Plant & Equipment",240.3,370.44,382.03,119.38,100.55,100.45,84.62,59.26,57.64,65.37,Upgrade
Goodwill and Intangibles,"2,861.76",889.19,830.8,810.18,850.77,881.1,546.08,348.34,327.46,280.8,Upgrade
Other Long-Term Assets,41.9,31.73,28.63,46.76,37.22,22.38,19.19,24.89,28.33,26,Upgrade
Total Long-Term Assets,"3,143.96","1,291.36","1,241.46",976.32,988.53,"1,003.94",649.89,432.5,413.44,372.16,Upgrade
Total Assets,"4,014.31","2,224.94","2,083.39","1,560.13","1,419.45","1,413.32","1,019.16",736.67,663.21,690.2,Upgrade
Accounts Payable,108.4,85.78,82.09,79.62,72.06,59.21,45.84,33.88,26.97,29.86,Upgrade
Deferred Revenue,159.25,71.5,63.31,57.74,57.53,51.42,33.25,38.49,36.5,29.32,Upgrade
Current Debt,29.19,31.58,29.06,0,0,0,0,0,0,0,Upgrade
Other Current Liabilities,141.46,126.85,101.84,81.56,91.54,90.51,79.13,67.41,63.82,59.07,Upgrade
Total Current Liabilities,438.29,315.71,276.29,218.92,221.13,201.14,158.21,139.78,127.29,118.25,Upgrade
Long-Term Debt,"2,191.05",834.52,846.62,574.17,574.78,575,300,35,0,0,Upgrade
Other Long-Term Liabilities,53.56,58.37,64.1,94.78,97.64,77.49,43.57,30.31,24.84,30.17,Upgrade
Total Long-Term Liabilities,"2,244.61",892.88,910.72,668.95,672.41,652.49,343.57,65.31,24.84,30.17,Upgrade
Total Liabilities,"2,682.9","1,208.59","1,187.01",887.87,893.55,853.62,501.78,205.09,152.13,148.42,Upgrade
Total Debt,"2,220.23",866.09,875.68,574.17,574.78,575,300,35,0,0,Upgrade
Debt Growth,156.35%,-1.09%,52.51%,-0.10%,-0.04%,91.67%,757.14%,-,-,-,Upgrade
Common Stock,260.05,142.8,302.52,373.58,454.5,-864.41,-697.99,-446.02,-320.5,-127.57,Upgrade
Retained Earnings,"1,179.74",912.52,633.15,373.23,122.84,"1,458.82","1,283.93","1,021.65",849.5,700.52,Upgrade
Comprehensive Income,-108.38,-38.96,-39.29,-74.54,-51.44,-34.72,-68.55,-44.05,-17.92,-31.17,Upgrade
Shareholders' Equity,"1,331.41","1,016.35",896.38,672.26,525.9,559.69,517.38,531.58,511.08,541.78,Upgrade
Total Liabilities and Equity,"4,014.31","2,224.94","2,083.39","1,560.13","1,419.45","1,413.32","1,019.16",736.67,663.21,690.2,Upgrade
Net Cash / Debt,"-1,683.74",-148.24,-270.5,-188.56,-336.89,-347.83,-47.38,147.41,136.39,209.35,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,8.08%,-34.85%,3.15%,Upgrade
Net Cash Per Share,-43.47,-3.84,-7.00,-4.85,-8.56,-8.77,-1.15,3.49,3.17,4.69,Upgrade
Working Capital,432.06,617.87,565.64,364.89,209.78,208.24,211.07,164.39,122.48,199.78,Upgrade
Book Value Per Share,35.16,26.85,23.63,17.62,13.58,14.19,12.66,12.79,12.04,12.34,Upgrade
