Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Cash & Equivalents,"11,227","29,411","17,956","4,114","3,538","3,981","5,451","5,314","4,004","5,273",Upgrade
Cash & Cash Equivalents,"11,227","29,411","17,956","4,114","3,538","3,981","5,451","5,314","4,004","5,273",Upgrade
Cash Growth,-61.83%,63.79%,336.46%,16.28%,-11.13%,-26.97%,2.58%,32.72%,-24.07%,-3.94%,Upgrade
"Property, Plant & Equipment","1,718","1,814","1,897","1,960","2,045","2,064","2,096","2,152","2,193","2,216",Upgrade
Goodwill and Intangibles,"5,982","6,049","5,312","4,950","4,944","5,081","5,125","5,137","5,091","5,111",Upgrade
Total Assets,"155,220","162,938","147,389","126,240","125,688","124,294","125,968","126,050","119,563","117,396",Upgrade
Total Liabilities,"139,269","144,612","129,278","109,945","110,598","108,102","109,304","109,206","102,690","101,628",Upgrade
Total Debt,"2,284","2,407","3,569","9,929","14,024","8,632","7,763","8,359","5,715","7,012",Upgrade
Debt Growth,-5.11%,-32.56%,-64.05%,-29.20%,62.47%,11.19%,-7.13%,46.26%,-18.50%,-5.69%,Upgrade
Common Stock,"12,286","12,487","13,026","12,634","13,226","15,313","16,548","17,339","18,288","18,303",Upgrade
Retained Earnings,"7,004","5,550","3,770","3,751","2,828","1,628",666,-115,"-1,177","-2,216",Upgrade
Comprehensive Income,"-3,343",289,"1,315",-90,-964,-749,-550,-380,-238,-319,Upgrade
Shareholders' Equity,"15,947","18,326","18,111","16,295","15,090","16,192","16,664","16,844","16,873","15,768",Upgrade
Total Liabilities and Equity,"155,216","162,938","147,389","126,240","125,688","124,294","125,968","126,050","119,563","117,396",Upgrade
Net Cash / Debt,"8,943","27,004","14,387","-5,815","-10,486","-4,651","-2,312","-3,045","-1,711","-1,739",Upgrade
Net Cash / Debt Growth,-66.88%,87.70%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,9.49,28.04,14.96,-5.82,-9.52,-3.88,-1.83,-2.28,-1.23,-1.23,Upgrade
Book Value Per Share,17.06,19.17,18.89,16.38,13.82,13.65,13.28,12.71,12.27,11.30,Upgrade
