Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,429.63,778.27,226.66,147.59,126.15,149.17,190.81,190.6,144.29,105.19,Upgrade
Cash & Cash Equivalents,429.63,778.27,226.66,147.59,126.15,149.17,190.81,190.6,144.29,105.19,Upgrade
Cash Growth,-44.80%,243.37%,53.57%,17.00%,-15.44%,-21.82%,0.11%,32.10%,37.17%,-25.57%,Upgrade
"Property, Plant & Equipment",15.3,15.42,15.77,15.23,14.94,14.48,13.69,14.28,14.07,13.68,Upgrade
Goodwill and Intangibles,3.56,3.65,3.74,3.84,3.94,4.06,0,0,0,0,Upgrade
Total Assets,"1,968.35","1,964.48","1,511.48","1,147.79","1,094.89","1,034.85","1,002.11",897.04,749.67,671.85,Upgrade
Total Liabilities,"1,841.72","1,821.87","1,381.78","1,035.22",995.85,944.09,919.66,818.78,674.62,607.34,Upgrade
Common Stock,30.63,30.12,29.65,29.21,28.79,28.35,28.16,27.9,27.59,26.3,Upgrade
Retained Earnings,126.73,106.3,92.35,80.96,70.69,61.43,54.52,48.8,45.58,38.99,Upgrade
Comprehensive Income,-30.73,6.19,7.69,2.4,-0.44,0.99,-0.23,1.57,1.87,-0.76,Upgrade
Shareholders' Equity,126.63,142.61,129.69,112.57,99.04,90.77,82.45,78.26,75.04,64.52,Upgrade
Total Liabilities and Equity,"1,968.35","1,964.48","1,511.48","1,147.79","1,094.89","1,034.85","1,002.11",897.04,749.67,671.85,Upgrade
Net Cash / Debt,429.63,778.27,226.66,147.59,126.15,149.17,190.81,190.6,144.29,105.19,Upgrade
Net Cash / Debt Growth,-44.80%,243.37%,53.57%,17.00%,-15.44%,-21.82%,0.11%,32.10%,37.17%,-25.57%,Upgrade
Book Value Per Share,15.33,17.31,15.78,13.71,12.09,11.21,10.19,9.69,9.29,8.14,Upgrade
