Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,256.55,442.96,419.81,327.36,188.71,47.98,39.45,25.15,28.29,53.69,Upgrade
Cash & Cash Equivalents,256.55,442.96,419.81,327.36,188.71,47.98,39.45,25.15,28.29,53.69,Upgrade
Cash Growth,-42.08%,5.52%,28.24%,73.47%,293.31%,21.62%,56.85%,-11.09%,-47.31%,65.13%,Upgrade
"Property, Plant & Equipment",72.71,59.84,37.59,14.63,10.7,10.06,10.04,8.52,7.06,7.13,Upgrade
Goodwill and Intangibles,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,Upgrade
Total Assets,"4,543.1","4,210.99","4,246.16","4,100.08","3,541.69","2,767.69","1,854.34","1,269.87",970.5,802.34,Upgrade
Total Liabilities,"4,178.13","3,830.66","3,915.21","3,795.17","3,252.96","2,543.56","1,700.39","1,165.54",873.72,711.43,Upgrade
Total Debt,719.46,619.15,594.52,584.44,559.03,446.9,226.56,203.68,109.77,34.58,Upgrade
Debt Growth,16.20%,4.14%,1.72%,4.55%,25.09%,97.26%,11.23%,85.55%,217.42%,-15.00%,Upgrade
Common Stock,192.94,218.95,221.41,219.42,227.59,172.04,119.51,72.56,71.77,71.38,Upgrade
Retained Earnings,205.68,172.43,126.73,99.68,77.69,57.1,43.7,32.98,25.15,21.9,Upgrade
Comprehensive Income,-33.64,-11.04,-17.2,-14.19,-16.54,-5.02,-9.27,-1.21,-0.14,-2.37,Upgrade
Shareholders' Equity,364.97,380.34,330.94,304.91,288.74,224.13,153.94,104.33,96.79,90.91,Upgrade
Total Liabilities and Equity,"4,543.1","4,210.99","4,246.16","4,100.08","3,541.69","2,767.69","1,854.34","1,269.87",970.5,802.34,Upgrade
Net Cash / Debt,-462.91,-176.19,-174.71,-257.08,-370.32,-398.92,-187.11,-178.53,-81.48,19.11,Upgrade
Net Cash Per Share,-48.24,-17.66,-17.75,-25.59,-38.95,-55.80,-35.71,-39.20,-18.07,6.26,Upgrade
Book Value Per Share,38.29,38.35,33.63,30.36,30.42,31.48,29.54,23.04,21.52,29.89,Upgrade
