Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,299.84,330.58,328.56,229.59,7.23,3.77,2.73,9.42,8.28,16.96,Upgrade
Short-Term Investments,3.2,3.99,2.62,3.02,-,-,-,-,-,-,Upgrade
Cash & Cash Equivalents,303.04,334.58,331.18,232.61,7.23,3.77,2.73,9.42,8.28,16.96,Upgrade
Cash Growth,-9.42%,1.03%,42.37%,3117.76%,92.01%,37.91%,-71.02%,13.75%,-51.16%,-17.02%,Upgrade
Receivables,63.37,95.84,112.87,90.62,3.3,1.68,0.61,6.76,2.65,1.11,Upgrade
Other Current Assets,338.96,941.82,908.69,194.5,-,-,-,-,-,-,Upgrade
Total Current Assets,705.38,"1,372.23","1,352.73",517.73,-,-,-,-,-,-,Upgrade
"Property, Plant & Equipment",10.55,10.13,3.05,5.1,0.47,0.26,0.05,0.37,0.61,0.71,Upgrade
Long-Term Investments,3.43,9.01,0,0,-,-,-,-,-,-,Upgrade
Goodwill and Intangibles,2.98,2.74,4.13,4.9,1.14,0.08,0,0,0.01,0.02,Upgrade
Other Long-Term Assets,5.71,10.13,13.07,10.34,-,-,-,-,-,-,Upgrade
Total Long-Term Assets,22.67,32,20.25,20.34,-,-,-,-,-,-,Upgrade
Total Assets,728.05,"1,404.24","1,372.99",538.07,18.18,6.03,3.82,17.79,20.73,27.97,Upgrade
Accounts Payable,338.45,399.84,401.7,321.95,0.83,0.69,0.74,2.1,2.18,2.86,Upgrade
Deferred Revenue,2,2.75,0,0,0,0,0,0,0,0,Upgrade
Current Debt,2.23,9.26,7.53,10.34,-,-,-,-,-,-,Upgrade
Other Current Liabilities,327.04,931.55,920.81,170.45,-,-,-,-,-,-,Upgrade
Total Current Liabilities,669.72,"1,343.38","1,330.05",502.75,-,-,-,-,-,-,Upgrade
Long-Term Debt,7.22,8.41,4.96,2.18,-,-,-,-,-,-,Upgrade
Other Long-Term Liabilities,1.19,1.94,0,0,-,-,-,-,-,-,Upgrade
Total Long-Term Liabilities,8.41,10.35,4.96,2.18,-,-,-,-,-,-,Upgrade
Total Liabilities,678.13,"1,353.73","1,335",504.93,1,0.81,1.56,2.1,2.18,2.86,Upgrade
Total Debt,9.45,17.67,12.49,12.53,0,0,0,0,0,0,Upgrade
Debt Growth,-46.49%,41.46%,-0.30%,-,-,-,-,-,-,-,Upgrade
Common Stock,29.97,28.29,22.08,20.2,7.91,7.91,7.11,14.96,14.96,14.96,Upgrade
Retained Earnings,18.98,20.97,15.91,12.93,9.26,-2.7,-4.86,0.72,3.59,10.15,Upgrade
Shareholders' Equity,48.95,49.26,37.99,33.14,17.17,5.21,2.25,15.68,18.55,25.11,Upgrade
Total Liabilities and Equity,727.08,"1,402.99","1,372.99",538.07,18.18,6.03,3.82,17.79,20.73,27.97,Upgrade
Net Cash / Debt,293.59,316.91,318.69,220.09,7.23,3.77,2.73,9.42,8.28,16.96,Upgrade
Net Cash / Debt Growth,-7.36%,-0.56%,44.80%,2944.50%,92.01%,37.91%,-71.02%,13.75%,-51.16%,-17.02%,Upgrade
Net Cash Per Share,9.06,10.12,10.40,7.23,0.27,0.17,0.12,0.43,0.37,0.77,Upgrade
Working Capital,35.66,28.85,22.69,14.98,-,-,-,-,-,-,Upgrade
Book Value Per Share,1.51,1.57,1.24,1.09,0.63,0.23,0.10,0.71,0.84,1.14,Upgrade
