Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,60.88,913.75,303.72,139.03,40.07,23.51,45.97,17.6,15.65,16.14,Upgrade
Cash & Cash Equivalents,60.88,913.75,303.72,139.03,40.07,23.51,45.97,17.6,15.65,16.14,Upgrade
Cash Growth,-93.34%,200.85%,118.46%,247.01%,70.39%,-48.85%,161.20%,12.44%,-2.99%,-58.66%,Upgrade
"Property, Plant & Equipment",46.18,49.28,38.52,39.83,25.3,16.17,12.97,13.99,12.23,12.47,Upgrade
Goodwill and Intangibles,121.49,123.27,67.2,68.6,70.06,4.35,4.46,4.58,1.2,1.27,Upgrade
Total Assets,"4,497.95","4,689.43","2,998.95","2,231.18","2,077.98","1,170.35","1,032.6",931.64,755.66,713.13,Upgrade
Total Liabilities,"3,985.86","4,199.35","2,743.26","1,993.3","1,854.77","1,094.65",962.13,861.57,696.53,660.21,Upgrade
Total Debt,173.72,166.91,256.51,72.52,118.21,64.3,21,79.32,53.54,46.98,Upgrade
Debt Growth,4.08%,-34.93%,253.73%,-38.65%,83.83%,206.27%,-73.53%,48.14%,13.97%,108.70%,Upgrade
Common Stock,398.2,398.88,185.57,186.64,186.03,45.21,44.92,44.79,38.4,38.35,Upgrade
Retained Earnings,133.11,91.04,70.18,50.89,39.56,32.57,28.4,23.47,19.22,15.44,Upgrade
Comprehensive Income,-19.22,0.16,-0.06,0.34,-2.38,-2.07,-2.85,1.81,1.51,-0.87,Upgrade
Shareholders' Equity,512.1,490.08,255.69,237.87,223.21,75.7,70.47,70.07,59.13,52.92,Upgrade
Total Liabilities and Equity,"4,497.95","4,689.43","2,998.95","2,231.18","2,077.98","1,170.35","1,032.6",931.64,755.66,713.13,Upgrade
Net Cash / Debt,-112.84,746.85,47.21,66.51,-78.14,-40.79,24.98,-61.71,-37.89,-30.84,Upgrade
Net Cash / Debt Growth,-,1481.90%,-29.02%,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-7.08,69.03,5.59,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,32.18,45.35,30.30,28.06,26.39,17.85,16.65,16.58,16.91,15.15,Upgrade
