Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Cash & Equivalents,"8,576","9,294","11,809","8,358","7,762","7,018","7,712","6,642","6,087","4,510",Upgrade
Short-Term Investments,400,473,483,688,"1,696","1,849","1,614",991,"1,238","2,696",Upgrade
Cash & Cash Equivalents,"8,976","9,767","12,292","9,046","9,458","8,867","9,326","7,633","7,325","7,206",Upgrade
Cash Growth,-8.10%,-20.54%,35.88%,-4.36%,6.67%,-4.92%,22.18%,4.20%,1.65%,24.67%,Upgrade
Receivables,"3,425","3,006","2,646","2,514","2,276","1,969","1,416","1,079","1,109",966,Upgrade
Other Current Assets,"4,205","4,176","4,175","5,342","4,437","2,961","2,486","2,272","2,563","2,778",Upgrade
Total Current Assets,"16,606","16,949","19,113","16,902","16,171","13,797","13,228","10,984","10,997","10,950",Upgrade
"Property, Plant & Equipment","2,006","1,907","1,902","1,828",921,829,733,675,615,526,Upgrade
Goodwill and Intangibles,"11,381","11,333","6,713","5,438","3,895","4,155","2,478","2,694","2,236","1,794",Upgrade
Other Long-Term Assets,"8,731","7,480","5,856","5,068","3,873","2,548","2,236","1,897","1,481",972,Upgrade
Total Long-Term Assets,"22,118","20,720","14,471","12,334","8,689","7,532","5,447","5,266","4,332","3,292",Upgrade
Total Assets,"38,724","37,669","33,584","29,236","24,860","21,329","18,675","16,250","15,329","14,242",Upgrade
Accounts Payable,926,738,527,489,537,933,609,472,419,338,Upgrade
Current Debt,274,792,649,0,500,0,0,0,0,0,Upgrade
Other Current Liabilities,"12,971","11,632","10,671","11,415","10,556","7,860","6,597","5,797","5,803","5,694",Upgrade
Total Current Liabilities,"14,171","13,162","11,847","11,904","11,593","8,793","7,206","6,269","6,222","6,032",Upgrade
Long-Term Debt,"13,749","13,109","12,023","8,527","5,834","5,424","5,180","3,268","1,494",0,Upgrade
Other Long-Term Liabilities,"4,427","3,986","3,197","2,814","1,944","1,544",605,651,789,715,Upgrade
Total Long-Term Liabilities,"18,176","17,095","15,220","11,341","7,778","6,968","5,785","3,919","2,283",715,Upgrade
Total Liabilities,"32,347","30,257","27,067","23,245","19,371","15,761","12,991","10,188","8,505","6,747",Upgrade
Total Debt,"14,023","13,901","12,672","8,527","6,334","5,424","5,180","3,268","1,494",0,Upgrade
Debt Growth,0.88%,9.70%,48.61%,34.62%,16.78%,4.71%,58.51%,118.74%,-,-,Upgrade
Common Stock,"-46,056","-37,527","-31,676","-27,418","-21,170","-16,399","-12,838","-9,518","-6,119","-2,815",Upgrade
Retained Earnings,"53,607","45,648","38,747","33,984","27,283","22,364","19,418","16,222","13,169","10,121",Upgrade
Comprehensive Income,"-1,253",-809,-680,-673,-718,-497,-924,-676,-260,178,Upgrade
Shareholders' Equity,"6,298","7,312","6,391","5,893","5,395","5,468","5,656","6,028","6,790","7,484",Upgrade
Total Liabilities and Equity,"38,645","37,569","33,458","29,138","24,766","21,229","18,647","16,216","15,295","14,231",Upgrade
Net Cash / Debt,"-5,047","-4,134",-380,519,"3,124","3,443","4,146","4,365","5,831","7,206",Upgrade
Net Cash / Debt Growth,-,-,-,-83.39%,-9.27%,-16.96%,-5.02%,-25.14%,-19.08%,24.67%,Upgrade
Net Cash Per Share,-5.20,-4.17,-0.38,0.51,2.98,3.21,3.77,3.84,4.99,5.93,Upgrade
Working Capital,"2,435","3,787","7,266","4,998","4,578","5,004","6,022","4,715","4,775","4,918",Upgrade
Book Value Per Share,6.51,7.40,6.38,5.79,5.18,5.13,5.15,5.32,5.83,6.18,Upgrade
