Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,"447,544.2","237,427","175,423","130,819.17","143,309.43","56,659.2","61,166.25","30,834.66","16,959.21","12,560.35",Upgrade
Short-Term Investments,0,0,0,0,0,11.26,0,0,0.4,30.43,Upgrade
Cash & Cash Equivalents,"447,544,202","237,426.84","175,423","130,819.17","143,309.43","56,670.45","61,166.25","30,834.66","16,959.6","12,590.77",Upgrade
Cash Growth,188397.73%,35.35%,34.10%,-8.72%,152.88%,-7.35%,98.37%,81.81%,34.70%,50.87%,Upgrade
Receivables,"54,658.9","21,230.78","10,393.29","2,747.9","2,408.52","37,168.29","21,618.39","9,383.36","8,242.96","7,090.78",Upgrade
Other Current Assets,"447,041,998.9",0,0,0,"-145,717.95","-93,838.74","-82,784.64","-40,218.03","-25,202.56","-19,681.55",Upgrade
Total Current Assets,"447,544,202","258,657.78","185,816.29","133,567.07",0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment","115,820.99","62,196","43,731","14,087.71","19,362.59","4,854.94","3,991.49","2,785.41","1,905.47","1,584.23",Upgrade
Long-Term Investments,"1,172,705.58","591,816","272,725","95,475.92","99,568.28","38,799.44","13,753.76","15,576.82","10,061.95","4,077.28",Upgrade
Goodwill,0,0,0,0,0,0,5.64,15.32,24.99,13.25,Upgrade
Intangible Assets,"38,513.02","21,231.44","14,468.82","5,506.11","4,587.15","3,577.02","2,576.61","2,010.53","1,775.63","1,420.98",Upgrade
Other Long-Term Assets,"160,258,679.42",0,0,0,"-123,518.02","-47,231.4","-20,327.51","-20,388.07","-13,768.03","-7,095.74",Upgrade
Total Long-Term Assets,"161,585,719","675,243","330,925","115,069.74",0,0,0,0,0,0,Upgrade
Total Assets,"3,371,637.57","1,681,697.01","1,057,950","664,125.03","569,691.9","341,012.56","242,250.62","161,748","107,314.48","83,155.82",Upgrade
Accounts Payable,0,0,0,0,0,"2,111.51","1,452.94","1,213.57",819.07,618.48,Upgrade
Current Debt,0,0,0,0,0,0,0,0,13.07,0,Upgrade
Other Current Liabilities,"410,248",0,0,0,0,"-2,111.51","-1,452.94","-1,213.57",-832.15,-618.48,Upgrade
Total Current Liabilities,"410,248",0,0,0,0,0,0,0,0,0,Upgrade
Long-Term Debt,"157,723.24","77,958","52,561","67,463.75","59,197.56","28,315.34","22,890.29","15,195.74","11,736.01","9,550.22",Upgrade
Other Long-Term Liabilities,"2,762,192,037.76","-77,958","-52,561","-67,463.75","-59,197.56","-28,315.34","-22,890.29","-15,195.74","-11,736.01","-9,550.22",Upgrade
Total Long-Term Liabilities,"2,762,349,761",0,0,0,0,0,0,0,0,0,Upgrade
Total Liabilities,"2,762,760.01","1,379,131",0,0,"507,844.21","301,712.36","221,897.93","147,263.18","97,068.05","76,208.59",Upgrade
Total Debt,"157,723.24","77,958","52,561","67,463.75","59,197.56","28,315.34","22,890.29","15,195.74","11,736.01","9,550.22",Upgrade
Debt Growth,102.32%,48.32%,-22.09%,13.96%,109.07%,23.70%,50.64%,29.48%,22.89%,36.50%,Upgrade
Common Stock,"1,474.69","1,474.69","1,474.69","1,426.77","1,426.77",0,"1,300.27","1,300.27","1,300.27","1,300.27",Upgrade
Retained Earnings,"-174,777.58","-89,040.33","-102,255.27",0,"-14,945.65",0,"6,017.88","4,338.4","3,337.79","1,823.65",Upgrade
Comprehensive Income,"498,902.11","241,202.68","179,093.14","40,422.1","43,679.57","-2,078.88","12,536.83","8,348.43","5,110.64","3,325.58",Upgrade
Shareholders' Equity,"608,877.54","302,566","179,860","94,635.24","60,125.15","39,300.2","20,352.7","14,484.82","10,246.42","6,947.23",Upgrade
Total Liabilities and Equity,"3,371,637.57","1,681,697.01","1,057,950","664,125.03","567,969.36","341,012.56","242,250.62","161,748","107,314.48","83,155.82",Upgrade
Net Cash / Debt,"289,820.96","159,469","122,862","63,355.42","84,111.87","28,355.11","38,275.96","15,638.93","5,223.59","3,040.55",Upgrade
Net Cash / Debt Growth,81.74%,29.80%,93.93%,-24.68%,196.64%,-25.92%,144.75%,199.39%,71.80%,125.44%,Upgrade
Net Cash Per Share,-,1081.37,832.74,444.05,589.53,198.74,294.37,120.27,40.17,24.11,Upgrade
Working Capital,"447,133,954","258,657.78","185,816.29","133,567.07",0,0,0,0,0,0,Upgrade
Book Value Per Share,-,2051.72,1219.07,663.29,421.41,275.45,156.53,111.40,78.80,55.96,Upgrade
