Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,142.09,183.7,161.24,336.74,266.42,215.72,189.07,182.89,514,452,Upgrade
Short-Term Investments,24.27,38.4,17.72,35.19,402.34,96.19,56.14,62.07,-,-,Upgrade
Cash & Cash Equivalents,166.36,222.1,178.96,371.93,668.76,311.91,245.21,244.96,514,452,Upgrade
Cash Growth,-25.10%,24.11%,-51.88%,-44.38%,114.41%,27.20%,0.10%,-52.34%,13.72%,13.00%,Upgrade
Receivables,524.94,479.12,494.64,468.64,0,0,0,0,"1,281","1,167",Upgrade
Other Current Assets,87.5,62.51,58.71,50.84,500.19,489.97,420.31,390.19,-,-,Upgrade
Total Current Assets,778.8,763.73,732.3,891.4,"1,168.95",801.88,665.52,635.15,-,-,Upgrade
"Property, Plant & Equipment",413.87,374.8,265.34,221.38,130.83,83.15,69.14,59.09,0,0,Upgrade
Long-Term Investments,"1,003.49","1,054.12","1,067.06",823.62,392.86,732.65,740.31,651.41,-,-,Upgrade
Other Long-Term Assets,43.3,49.41,52.42,79.84,85.69,48.18,73.99,61.65,-,-,Upgrade
Total Long-Term Assets,"1,460.66","1,478.33","1,384.82","1,124.84",609.38,863.98,883.44,772.15,-,-,Upgrade
Total Assets,"2,239.46","2,242.06","2,117.12","2,016.24","1,778.33","1,665.86","1,548.96","1,407.3","17,758","16,676",Upgrade
Accounts Payable,465.94,409.06,413.04,397.92,352.86,332.66,298.71,284.07,0,0,Upgrade
Deferred Revenue,0,0,0,0,0,0,0,0,"2,834","2,598",Upgrade
Current Debt,0,2.1,2.03,1.98,1.87,0,0,0,-,-,Upgrade
Other Current Liabilities,199.17,219.7,212.59,187.81,192.33,177.25,170.89,161.63,-,-,Upgrade
Total Current Liabilities,665.11,630.86,627.67,587.71,547.07,509.91,469.6,445.7,-,-,Upgrade
Long-Term Debt,0,91.73,93.83,95.84,97.86,74.73,24.77,0,-,-,Upgrade
Other Long-Term Liabilities,125.94,176.98,207.57,199.43,159.73,223.88,237.68,192.09,-,-,Upgrade
Total Long-Term Liabilities,125.94,268.72,301.41,295.28,257.59,298.61,262.45,192.09,-,-,Upgrade
Total Liabilities,791.05,899.58,929.07,882.99,804.66,808.52,732.05,637.79,"9,775","9,126",Upgrade
Total Debt,0,93.83,95.86,97.82,99.73,74.73,24.77,0,0,0,Upgrade
Debt Growth,-,-2.12%,-2.00%,-1.91%,33.46%,201.74%,-,-,-,-,Upgrade
Common Stock,"-1,127.44","-1,127.42","-1,127.43","-1,127.44","-1,127.46","-1,127.45","-1,127.62","-1,127.61","-1,128","-1,109",Upgrade
Retained Earnings,"2,583.26","2,495.19","2,393.62","2,377.56","2,231.42","2,140.85","2,065.91","1,993.98","1,949","1,902",Upgrade
Comprehensive Income,-7.41,-25.29,-78.14,-116.87,-130.28,-156.06,-121.38,-96.86,-118,-59,Upgrade
Shareholders' Equity,"1,448.41","1,342.48","1,188.05","1,133.25",973.67,857.34,816.91,769.5,703,734,Upgrade
Total Liabilities and Equity,"2,239.46","2,242.06","2,117.12","2,016.24","1,778.33","1,665.86","1,548.96","1,407.3","10,478","9,860",Upgrade
Net Cash / Debt,166.36,128.27,83.09,274.11,569.03,237.18,220.44,244.96,514,452,Upgrade
Net Cash / Debt Growth,29.70%,54.37%,-69.69%,-51.83%,139.91%,7.59%,-10.01%,-52.34%,13.72%,13.00%,Upgrade
Net Cash Per Share,3.18,2.45,1.59,5.24,10.88,4.53,4.20,4.67,9.77,8.55,Upgrade
Working Capital,113.69,132.87,104.63,303.69,621.88,291.98,195.92,189.45,-,-,Upgrade
Book Value Per Share,31.36,29.06,25.72,24.53,21.08,18.56,17.68,16.66,15.20,15.73,Upgrade
