Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,27.77,140.11,48.33,49.09,31.83,32.52,26.24,29.19,10.38,22.12,Upgrade
Cash & Cash Equivalents,27.77,140.11,48.33,49.09,31.83,32.52,26.24,29.19,10.38,22.12,Upgrade
Cash Growth,-80.18%,189.93%,-1.57%,54.23%,-2.12%,23.92%,-10.11%,181.29%,-53.09%,-28.73%,Upgrade
"Property, Plant & Equipment",17.42,17.82,16.78,17.5,2.34,2.24,2.3,2.29,2.35,2.45,Upgrade
Total Assets,653.35,679.22,532.49,445.01,429.14,446.57,413.95,399.17,367.23,340.89,Upgrade
Total Liabilities,614.53,625.3,477.51,393.84,383.67,403.8,373.34,360.02,330.47,306.15,Upgrade
Total Debt,13.43,14.04,12.73,13.21,0,0,0,0,6.98,0,Upgrade
Debt Growth,-4.33%,10.30%,-3.63%,-,-,-,-,-,-,-,Upgrade
Common Stock,45.21,44.93,44.62,44.81,44.59,34.99,34.58,34.09,26.88,26.78,Upgrade
Retained Earnings,14,11.12,8.69,5.88,2.65,8.85,6.64,4.06,8.64,7.01,Upgrade
Comprehensive Income,-20.4,-2.13,1.67,0.48,-1.78,-1.07,-0.61,0.99,1.24,0.96,Upgrade
Shareholders' Equity,38.81,53.92,54.98,51.17,45.46,42.76,40.61,39.15,36.76,34.74,Upgrade
Total Liabilities and Equity,653.35,679.22,532.49,445.01,429.14,446.57,413.95,399.17,367.23,340.89,Upgrade
Net Cash / Debt,14.34,126.07,35.6,35.89,31.83,32.52,26.24,29.19,3.4,22.12,Upgrade
Net Cash / Debt Growth,-88.63%,254.17%,-0.81%,12.73%,-2.12%,23.92%,-10.11%,759.08%,-84.64%,-28.73%,Upgrade
Net Cash Per Share,2.54,22.19,6.27,6.42,5.70,5.84,4.72,5.24,0.61,4.10,Upgrade
Book Value Per Share,6.99,9.75,9.95,9.27,8.27,7.82,7.48,7.25,6.81,6.45,Upgrade
