Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,29.09,96.88,69.35,15.66,17.49,15.83,25.84,12.28,25.85,13.22,Upgrade
Cash & Cash Equivalents,29.09,96.88,69.35,15.66,17.49,15.83,25.84,12.28,25.85,13.22,Upgrade
Cash Growth,-69.97%,39.70%,342.74%,-10.42%,10.49%,-38.76%,110.50%,-52.51%,95.57%,-39.49%,Upgrade
"Property, Plant & Equipment",41.04,39.62,34.99,27.86,19.25,16.58,17.16,16.72,14.85,13.6,Upgrade
Goodwill and Intangibles,21.17,21.57,8.79,0.21,0.21,0.21,0,0,0,0,Upgrade
Total Assets,"2,378.37","2,419.1","1,699.51","1,009.93",981.1,863.64,792.94,729.36,676.49,623.83,Upgrade
Total Liabilities,"2,215.42","2,207.38","1,532.84",903.09,887.55,776.25,712.31,653.01,604.27,557.77,Upgrade
Total Debt,31.03,21.57,12.94,59.68,108.41,39.71,4.22,28.2,13.97,24.64,Upgrade
Debt Growth,43.86%,66.73%,-78.33%,-44.95%,173.02%,840.23%,-85.03%,101.90%,-43.31%,2.44%,Upgrade
Common Stock,114.35,114.11,77.68,30.85,29.72,28.36,27.16,26.7,26.27,25.3,Upgrade
Retained Earnings,119.75,97.44,80.04,72.39,64.94,57.22,52.1,47.46,43.2,39.52,Upgrade
Comprehensive Income,-71.15,0.18,8.95,3.6,-1.1,1.8,1.38,2.19,2.74,1.24,Upgrade
Shareholders' Equity,162.95,211.73,166.67,106.84,93.56,87.38,80.63,76.35,72.22,66.06,Upgrade
Total Liabilities and Equity,"2,378.37","2,419.1","1,699.51","1,009.93",981.1,863.64,792.94,729.36,676.49,623.83,Upgrade
Net Cash / Debt,-1.94,75.31,56.41,-44.02,-90.92,-23.88,21.62,-15.93,11.88,-11.42,Upgrade
Net Cash / Debt Growth,-,33.50%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,28.94,37.50,33.48,28.25,24.89,23.43,21.91,20.86,19.90,18.57,Upgrade
