Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Cash & Equivalents,42.8,133.7,22.3,25.51,11.91,7.63,16.67,15.51,11.68,18.19,Upgrade
Cash & Cash Equivalents,42.8,133.7,22.3,25.51,11.91,7.63,16.67,15.51,11.68,18.19,Upgrade
Cash Growth,-67.99%,499.55%,-12.58%,114.24%,56.10%,-54.25%,7.49%,32.84%,-35.81%,19.81%,Upgrade
Receivables,468,153.2,0,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,239.5,188.9,202,226.3,47.4,47.4,47.4,47.4,47.4,47.4,Upgrade
Total Assets,"13,306.1","14,383.9","13,471.8","12,478.7","11,031.9","11,198.34","10,576.82","10,056.97","9,768.53","8,826.67",Upgrade
Deferred Revenue,266.1,255.1,264.5,279.16,276.23,260.54,246.27,232.84,223.41,221.11,Upgrade
Total Liabilities,"12,207.8","12,576.5","11,681.7","10,911.42","9,741.35","9,696.77","9,282.84","8,792.31","8,432.06","7,727.37",Upgrade
Total Debt,498,502.6,437.3,433.03,297.74,297.47,247.21,246.98,237.94,237.87,Upgrade
Debt Growth,-0.92%,14.93%,0.99%,45.44%,0.09%,20.33%,0.09%,3.80%,0.03%,0.03%,Upgrade
Common Stock,44.3,2,0.4,-4.94,-10.79,-16.56,-25.67,-14.99,-13.46,-23.22,Upgrade
Retained Earnings,"1,512.4","1,524.9","1,434.6","1,352.54","1,216.58","1,231.18","1,155.73","1,116.28","1,065.32","1,000.31",Upgrade
Comprehensive Income,-458.4,280.5,355.1,219.68,84.76,286.96,163.92,163.37,284.6,122.21,Upgrade
Shareholders' Equity,"1,098.3","1,807.4","1,790.1","1,567.29","1,290.55","1,501.57","1,293.98","1,264.66","1,336.46","1,099.31",Upgrade
Total Liabilities and Equity,"13,306.1","14,383.9","13,471.8","12,478.7","11,031.9","11,198.34","10,576.82","10,056.97","9,768.53","8,826.67",Upgrade
Net Cash / Debt,-455.2,-368.9,-415,-407.52,-285.83,-289.84,-230.54,-231.47,-226.26,-219.69,Upgrade
Net Cash Per Share,-10.89,-8.74,-9.88,-9.73,-6.82,-6.97,-5.56,-5.46,-5.36,-5.28,Upgrade
Book Value Per Share,26.40,43.03,42.72,37.59,31.05,36.30,31.44,30.17,32.09,27.23,Upgrade
