Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,0.01,0,0.01,0.01,0,0,0,0,0.01,0,Upgrade
Cash & Cash Equivalents,0.01,0,0.01,0.01,0,0,0,0,0.01,0,Upgrade
Cash Growth,200.00%,-83.33%,140.00%,25.00%,100.00%,100.00%,-50.00%,-71.43%,133.33%,50.00%,Upgrade
Receivables,100.81,96.89,90.53,86.22,82.09,49.63,37.77,34.31,40.46,39.21,Upgrade
Other Current Assets,0,0,0.8,0,-,-,-,-,-,-,Upgrade
Total Current Assets,100.82,96.89,91.34,86.23,-,-,-,-,-,-,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,22.72,22.72,22.72,25.72,24.51,Upgrade
Long-Term Investments,11.17,11.17,13.13,14.03,-,-,-,-,-,-,Upgrade
Total Long-Term Assets,11.17,11.17,13.13,14.03,-,-,-,-,-,-,Upgrade
Total Assets,111.99,108.07,104.47,100.26,96.12,87.9,86.4,84.3,93.08,93.81,Upgrade
Accounts Payable,0,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.04,0.22,Upgrade
Total Liabilities,0,0.01,0.01,0.01,0.03,0.01,0.02,0.01,10.28,12.57,Upgrade
Total Debt,0,0,0,0,0,0,0,0,10.24,12.36,Upgrade
Debt Growth,-,-,-,-,-,-,-,-,-17.13%,-56.65%,Upgrade
Common Stock,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,Upgrade
Retained Earnings,50.03,46.1,42.5,38.28,34.14,25.93,24.42,22.34,20.84,19.28,Upgrade
Shareholders' Equity,111.99,108.05,104.46,100.24,96.1,87.89,86.38,84.3,82.8,81.24,Upgrade
Total Liabilities and Equity,111.99,108.07,104.47,100.26,96.12,87.9,86.4,84.3,93.08,93.81,Upgrade
Net Cash / Debt,0.01,0,0.01,0.01,0,0,0,0,-10.23,-12.35,Upgrade
Net Cash / Debt Growth,200.00%,-83.33%,140.00%,25.00%,100.00%,100.00%,-50.00%,-,-,-,Upgrade
Net Cash Per Share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.46,-2.96,Upgrade
Book Value Per Share,26.86,25.92,25.06,24.05,23.05,21.09,20.72,20.22,19.86,19.49,Upgrade
