Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,306.6,"1,306.22","1,131.07",457.37,164.57,316.22,266.1,344.09,122.4,112.61,Upgrade
Cash & Cash Equivalents,306.6,"1,306.22","1,131.07",457.37,164.57,316.22,266.1,344.09,122.4,112.61,Upgrade
Cash Growth,-76.53%,15.48%,147.30%,177.92%,-47.96%,18.83%,-22.67%,181.11%,8.70%,-69.86%,Upgrade
"Property, Plant & Equipment",9.3,9.64,10.46,8.25,7.14,7.35,7.49,7.77,7.45,7.24,Upgrade
Goodwill and Intangibles,178.66,181.3,184.3,187.84,95.76,51.25,52.61,54.18,16.32,1.53,Upgrade
Total Assets,"5,157.58","5,499.41","4,634.11","4,109.46","3,096.56","2,843.45","2,570.88","2,361.58","1,617.1","1,491.63",Upgrade
Total Liabilities,"4,525.12","4,901.38","4,056.23","3,532.76","2,729.1","2,572.21","2,311.03","2,116.14","1,432.75","1,318.24",Upgrade
Total Debt,39.35,39.93,39.74,39.88,39.37,39.18,0,3,0,0,Upgrade
Debt Growth,-1.44%,0.47%,-0.36%,1.30%,0.47%,-,-,-,-,-,Upgrade
Common Stock,502.92,497.7,493.71,489.75,300.84,218.36,215.24,212.88,153.2,152.08,Upgrade
Retained Earnings,146.39,111.33,94.9,96.74,79,62.14,52.53,38.77,33.01,25.35,Upgrade
Comprehensive Income,-16.86,-11,-10.72,-9.78,-12.38,-9.25,-7.91,-6.22,-1.85,-4.03,Upgrade
Shareholders' Equity,632.46,598.03,577.89,576.71,367.47,271.24,259.85,245.44,184.36,173.4,Upgrade
Total Liabilities and Equity,"5,157.58","5,499.41","4,634.11","4,109.46","3,096.56","2,843.45","2,570.88","2,361.58","1,617.1","1,491.63",Upgrade
Net Cash / Debt,267.25,"1,266.29","1,091.33",417.49,125.2,277.04,266.1,341.09,122.4,112.61,Upgrade
Net Cash / Debt Growth,-78.89%,16.03%,161.40%,233.46%,-54.81%,4.11%,-21.98%,178.66%,8.70%,-69.09%,Upgrade
Book Value Per Share,10.42,9.92,9.64,9.74,8.49,7.10,6.85,7.65,6.98,6.58,Upgrade
